Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Crizac,CRIZAC,Crizac Ltd,18.3,5.46%,41.3,30.8,"3,262",4.30,15,53,1.22,0.35,0.95,0.32,7.5,V:6.4 L:7.2 R:6.4 T:10.0,📈 Accelerating,7.7,EY:2.2 MoS:1.5 Cap:2.5 Div:1.5,🌟 Quality Value
Ajmera Realty,AJMERA,Ajmera Realty & Infra India Ltd,20.4,4.90%,14.2,11.0,"2,372",0.83,21,40,0.97,0.51,0.93,0.50,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,6.1,EY:1.6 MoS:2.1 Cap:1.6 Div:0.8,⚖️ Fair Value
Kaveri Seed Co.,KSCL,Kaveri Seed Company Ltd,17.0,5.88%,18.1,17.6,"4,042",0.64,10,0,1.70,Zero Growth,1.60,26.56,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,6.1,EY:2.2 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Indrapr.Medical,INDRAMEDCO,Indraprastha Medical Corporation Ltd,18.1,5.52%,35.8,27.4,"3,403",1.08,28,132,0.65,0.14,0.62,0.14,8.9,V:8.4 L:7.2 R:10.0 T:10.0,🚀 Inflection,7.6,EY:2.2 MoS:2.1 Cap:2.5 Div:0.8,🌟 Quality Value
Ecoplast,526703,Ecoplast Ltd,18.9,5.29%,14.4,10.6,228,0.00,60,119,0.32,0.16,0.32,0.16,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.5,EY:2.2 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
PNGS Gargi FJ,543709,PNGS Gargi Fashion Jewellery Ltd,21.1,4.74%,33.8,26.0,658,0.00,89,N/A,0.24,N/A,0.24,N/A,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Prostarm Info,PROSTARM,Prostarm Info Systems Ltd,21.5,4.65%,17.9,16.6,821,0.00,19,34,1.13,0.63,1.13,0.63,7.6,V:6.4 L:5.6 R:8.4 T:10.0,📈 Accelerating,4.9,EY:1.6 MoS:1.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Chandan Healthca,CHANDAN,Chandan Healthcare Ltd,21.2,4.72%,22.8,19.0,566,0.00,89,102,0.24,0.21,0.24,0.21,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,6.4,EY:1.6 MoS:2.5 Cap:2.1 Div:0.2,⚖️ Fair Value
Mercury Labs,538964,Mercury Laboratories Ltd,22.2,4.50%,12.1,9.19,97.8,0.43,-3,-1,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.9,EY:1.6 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,98.2,1.02%,17.2,12.9,742,0.00,54,64,1.82,1.53,1.82,1.53,6.1,V:4.4 L:5.6 R:8.4 T:6.0,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Prithvi Exchange,PRITHVISOF,Prithvi Exchange (India) Ltd,28.6,3.50%,8.98,6.45,88.2,1.87,-10,30,Negative Growth,0.95,Negative Growth+Yield,0.90,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.5,EY:1.0 MoS:0.2 Cap:1.1 Div:1.2,⚠️ Value Trap
Wonderla Holiday,WONDERLA,Wonderla Holidays Ltd,30.6,3.27%,6.20,4.60,"3,237",0.39,-17,29,Negative Growth,1.06,Negative Growth+Yield,1.04,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,29.9,3.34%,13.6,11.1,316,0.25,-3,11,Negative Growth,2.72,Negative Growth+Yield,2.66,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Kratikal Tech,544811,Kratikal Tech Ltd,45.8,2.18%,40.4,25.4,195,0.00,422,88,0.11,0.52,0.11,0.52,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,5.7,EY:0.5 MoS:2.5 Cap:2.5 Div:0.2,⚖️ Fair Value
VST Till. Tract.,VSTTILLERS,VST Tillers Tractors Ltd,35.5,2.82%,13.8,10.1,"3,911",0.55,5,3,7.10,11.83,6.40,10.00,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
TAC Infosec,TAC,TAC Infosec Ltd,197,0.51%,12.2,8.35,987,0.00,-2,51,Negative Growth,3.86,Negative Growth+Yield,3.86,2.9,V:0.8 L:5.6 R:2.0 T:3.2,🔻 Declining,2.5,EY:0.5 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Affordable Robo.,AFFORDABLE,Affordable Robotic & Automation Ltd,36.2,2.76%,8.25,6.06,209,0.00,16,33,2.26,1.10,2.26,1.10,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
ITC Hotels,ITCHOTELS,ITC Hotels Ltd,38.2,2.62%,10.6,7.62,"34,139",0.61,N/A,N/A,N/A,N/A,N/A,N/A,6.0,V:4.0 L:10.0 R:4.0 T:6.0,🔍 Discovery,3.9,EY:1.0 MoS:1.0 Cap:1.1 Div:0.8,⚠️ Value Trap
Banaras Beads,BANARBEADS,Banaras Beads Ltd,40.1,2.49%,5.71,3.12,75.8,1.94,-11,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.5,EY:0.5 MoS:0.2 Cap:0.6 Div:1.2,⚠️ Value Trap
Borosil,BORORENEW,Borosil Renewables Ltd,16.9,5.92%,26.6,27.7,"6,780",0.00,61,32,0.28,0.53,0.28,0.53,9.3,V:10.0 L:8.8 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Sterling Tools,STERTOOLS,Sterling Tools Ltd,13.9,7.19%,13.5,10.5,840,1.18,11,14,1.26,0.99,1.14,0.92,7.1,V:6.4 L:5.6 R:6.4 T:10.0,🛡️ Mature,6.7,EY:2.8 MoS:1.5 Cap:1.6 Div:0.8,🌟 Quality Value
Gujjubhai Industries,532070,Gujjubhai Industries Ltd,44.4,2.25%,16.5,13.8,251,0.00,31,65,1.43,0.68,1.43,0.68,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,3.8,EY:0.5 MoS:1.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Marsons,MARSONS,Marsons Ltd,48.5,2.06%,25.4,27.2,"2,142",0.04,160,87,0.30,0.56,0.30,0.56,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection,6.0,EY:0.5 MoS:2.5 Cap:2.5 Div:0.5,⚖️ Fair Value
ITCONS E-Soluti.,543806,ITCONS E-Solutions Ltd,48.6,2.06%,13.2,10.9,259,0.05,46,132,1.06,0.37,1.06,0.37,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
The Hi-Tech Gear,HITECHGEAR,The Hi-Tech Gears Ltd,36.7,2.72%,8.90,6.80,"1,097",0.68,-13,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Hi-Green Carbon,HIGREEN,Hi-Green Carbon Ltd,38.3,2.61%,12.6,9.24,320,0.00,-12,107,Negative Growth,0.36,Negative Growth+Yield,0.36,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Salona Cotspin,SALONA,Salona Cotspin Ltd,62.9,1.59%,8.26,1.45,144,0.22,-59,-28,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Max Healthcare,MAXHEALTH,Max Healthcare Institute Ltd,140,0.71%,10.5,8.46,"1,02,519",0.19,2,63,70.00,2.22,63.93,2.22,5.4,V:2.0 L:10.0 R:6.4 T:3.2,⚠️ Stagnant,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
