Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
U P Hotels,UPHOT,U P Hotels Ltd,25.2,3.97%,21.9,16.3,797,0.00,11,44,2.29,0.57,2.29,0.57,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:0.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Workmates Core2,544610,Workmates Core2cloud Solution Ltd,26.2,3.82%,37.2,29.3,429,0.60,103,109,0.25,0.24,0.25,0.24,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,6.8,EY:1.0 MoS:2.5 Cap:2.5 Div:0.8,🌟 Quality Value
Happiest Minds,HAPPSTMNDS,Happiest Minds Technologies Ltd,32.9,3.04%,13.3,15.2,"6,211",1.57,4,8,8.22,4.11,5.91,3.44,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.3,EY:1.0 MoS:0.5 Cap:1.6 Div:1.2,⚠️ Value Trap
Dodla Dairy,DODLA,Dodla Dairy Ltd,34.6,2.89%,15.1,15.4,"6,587",0.46,32,15,1.08,2.31,1.07,2.24,8.0,V:6.4 L:8.8 R:8.4 T:8.4,📈 Accelerating,4.6,EY:1.0 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Orkla India,ORKLAINDIA,Orkla India Ltd,27.1,3.69%,14.8,11.1,"8,171",0.00,-4,20,Negative Growth,1.35,Negative Growth+Yield,1.35,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Kilburn Engg.,KLBRENG-B,Kilburn Engineering Ltd,39.6,2.53%,17.5,13.0,"2,357",0.48,46,14,0.86,2.83,0.85,2.73,8.1,V:8.4 L:7.2 R:8.4 T:8.4,🚀 Inflection,5.2,EY:1.0 MoS:2.1 Cap:1.6 Div:0.5,⚖️ Fair Value
Polson,507645,Polson Ltd,27.0,3.70%,6.10,3.68,138,0.00,6,-11,4.50,Negative Growth,4.50,Negative Growth+Yield,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,2.3,EY:1.0 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Ducol Organics,DUCOL,Ducol Organics & Colours Ltd,49.8,2.01%,6.87,4.40,202,0.00,-13,8,Negative Growth,6.22,Negative Growth+Yield,6.22,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Enkei Wheels,ENKEIWHEL,Enkei Wheels India Ltd,28.0,3.57%,7.66,4.13,714,0.00,35,18,0.80,1.56,0.80,1.56,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.9,EY:1.0 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
L&T Technology,LTTS,L&T Technology Services Ltd,30.2,3.31%,26.8,21.6,"37,875",1.63,4,14,7.55,2.16,5.36,1.93,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,5.2,EY:1.0 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Panasonic Energy,LAKHNNATNL,Panasonic Energy India Company Ltd,29.0,3.45%,9.48,5.19,199,0.73,51,-13,0.57,Negative Growth,0.56,Negative Growth+Yield,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.5 Cap:1.1 Div:0.8,⚖️ Fair Value
Heidelberg Cem.,HEIDELBERG,HeidelbergCement India Ltd,30.0,3.33%,14.7,10.1,"3,650",4.35,12,-15,2.50,Negative Growth,1.83,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:0.5 Cap:1.6 Div:1.5,⚖️ Fair Value
Elin Electronics,ELIN,Elin Electronics Ltd,29.3,3.41%,7.57,4.75,521,0.00,2,-4,14.65,Negative Growth,14.65,Negative Growth+Yield,5.0,V:2.0 L:5.6 R:6.4 T:6.0,⚠️ Stagnant,2.3,EY:1.0 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Container Corpn.,CONCOR,Container Corporation Of India Ltd,30.9,3.24%,12.6,9.68,"38,324",1.47,2,17,15.45,1.82,8.90,1.67,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Medicamen Biotec,MEDICAMEQ,Medicamen Biotech Ltd,32.9,3.04%,5.10,3.78,339,0.40,-14,-6,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Balkrishna Inds,BALKRISIND,Balkrishna Industries Ltd,33.1,3.02%,11.0,9.46,"45,230",0.68,-1,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Disa India,DISAQ,Disa India Ltd,32.8,3.05%,27.1,20.0,"1,771",1.64,26,19,1.26,1.73,1.19,1.59,8.0,V:6.4 L:7.2 R:10.0 T:8.4,📈 Accelerating,6.2,EY:1.0 MoS:1.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Emk.Global Fin.,EMKAY,Emkay Global Financial Services Ltd,43.8,2.28%,8.78,4.44,692,0.60,1,12,43.80,3.65,27.37,3.48,5.0,V:2.0 L:5.6 R:6.4 T:6.0,⚠️ Stagnant,2.9,EY:0.5 MoS:0.5 Cap:1.1 Div:0.8,⚠️ Value Trap
Sirca Paints,SIRCA,Sirca Paints India Ltd,36.9,2.71%,20.3,15.8,"2,476",0.46,12,32,3.07,1.15,2.96,1.14,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
IRIS Regtech Solutions,IRIS,IRIS Regtech Solutions Ltd,39.4,2.54%,10.2,81.9,510,0.00,214,89,0.18,0.44,0.18,0.44,8.1,V:10.0 L:5.6 R:8.4 T:8.4,🚀 Inflection,6.2,EY:1.0 MoS:2.5 Cap:2.5 Div:0.2,⚖️ Fair Value
Supreme Inds.,SUPREMEIND,Supreme Industries Ltd,49.3,2.03%,22.6,17.1,"46,393",0.99,6,2,8.22,24.65,7.05,16.49,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.9,EY:0.5 MoS:0.5 Cap:2.1 Div:0.8,⚠️ Value Trap
Jaykay Enter.,JAYKAY,Jaykay Enterprises Ltd,811,0.12%,3.36,3.33,"2,173",0.00,309,122,2.62,6.65,2.62,6.65,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
The Hi-Tech Gear,HITECHGEAR,The Hi-Tech Gears Ltd,36.1,2.77%,8.90,6.80,"1,080",0.69,-13,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Astral,ASTRAL,Astral Ltd,61.8,1.62%,21.9,15.6,"41,032",0.26,11,12,5.62,5.15,5.49,5.04,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.6,EY:0.5 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Asian Hotels (N),ASIANHOTNR,Asian Hotels (North) Ltd,101,0.99%,3.52,0.57,"1,357",0.00,27,15,3.74,6.73,3.74,6.73,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Techera Enginee.,TECHERA,Techera Engineering India Ltd,124,0.81%,7.59,4.40,279,0.00,19,196,6.53,0.63,6.53,0.63,4.4,V:2.0 L:4.0 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Bombay Oxygen,509470,Bombay Oxygen Investments Ltd,280,0.36%,-0.81,-0.68,294,0.13,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.6,EY:0.5 MoS:1.0 Cap:0.6 Div:0.5,⚠️ Value Trap
