Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
J Kumar Infra,JKIL,J Kumar Infraprojects Ltd,9.76,10.25%,18.3,12.3,"3,787",0.79,13,44,0.75,0.22,0.71,0.22,8.0,V:8.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,8.5,EY:3.5 MoS:2.1 Cap:2.1 Div:0.8,💎 Deep Value
Capacit'e Infra.,CAPACITE,Capacite Infraprojects Ltd,11.1,9.01%,14.7,9.72,"1,890",0.00,21,149,0.53,0.07,0.53,0.07,8.9,V:10.0 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.1,EY:2.8 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
Vraj Iron,VRAJ,Vraj Iron & Steel Ltd,13.2,7.58%,10.2,7.39,422,0.00,-17,25,Negative Growth,0.53,Negative Growth+Yield,0.53,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
EP Biocomposites,543595,EP Biocomposites Ltd,11.9,8.40%,16.3,12.9,17.4,0.00,36,32,0.33,0.37,0.33,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
WOL 3D India,WOL3D,WOL 3D India Ltd,13.9,7.19%,20.6,16.9,92.9,0.00,40,50,0.35,0.28,0.35,0.28,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Shayona Eng.,544686,Shayona Engineering Ltd,14.0,7.14%,19.7,22.1,56.4,0.00,90,125,0.16,0.11,0.16,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
T & I Global,522294,T & I Global Ltd,14.3,6.99%,10.5,7.16,88.7,0.00,-4,-7,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Shubhshree Bio.,SHUBHSHREE,Shubhshree Biofuels Energy Ltd,20.6,4.85%,28.0,24.8,176,0.00,52,236,0.40,0.09,0.40,0.09,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
G G Automotive,531399,G G Automotive Gears Ltd,17.0,5.88%,20.4,21.2,163,0.00,79,46,0.22,0.37,0.22,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Castrol India,CASTROLIND,Castrol India Ltd,17.1,5.85%,60.3,45.9,"18,477",4.68,6,10,2.85,1.71,1.60,1.16,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.3,5.46%,12.7,10.9,"1,815",0.36,17,-11,1.08,Negative Growth,1.05,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,5.8,EY:2.2 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Kataria Indust.,KATARIA,Kataria Industries Ltd,18.4,5.43%,12.9,10.5,223,0.00,20,24,0.92,0.77,0.92,0.77,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,6.1,EY:2.2 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Bella Casa Fashi,BELLACASA,Bella Casa Fashion & Retail Ltd,18.4,5.43%,15.2,12.7,331,0.81,37,30,0.50,0.61,0.49,0.60,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.2 MoS:2.5 Cap:1.6 Div:0.8,🌟 Quality Value
HCL Technologies,HCLTECH,HCL Technologies Ltd,19.1,5.24%,53.4,40.6,"3,47,545",4.21,3,8,6.37,2.39,2.65,1.56,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Lactose (India),524202,Lactose (India) Ltd,19.2,5.21%,11.3,9.81,134,0.00,72,35,0.27,0.55,0.27,0.55,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.0,EY:2.2 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Aryaman Capital,538716,Aryaman Capital Markets Ltd,20.7,4.83%,31.9,30.0,509,0.00,165,157,0.13,0.13,0.13,0.13,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Forbes Precision,544186,Forbes Precision Tools & Machine Parts Ltd,21.4,4.67%,21.0,16.4,727,3.55,1301,N/A,0.02,N/A,0.02,N/A,8.9,V:10.0 L:5.6 R:10.0 T:10.0,🚀 Inflection,7.7,EY:1.6 MoS:2.5 Cap:2.1 Div:1.5,🌟 Quality Value
Alembic Pharma,APLLTD,Alembic Pharmaceuticals Ltd,20.5,4.88%,12.3,12.9,"16,203",1.46,26,-9,0.79,Negative Growth,0.75,Negative Growth+Yield,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.1,EY:1.6 MoS:2.1 Cap:1.6 Div:0.8,⚖️ Fair Value
Sundaram Finance,SUNDARMFIN,Sundaram Finance Ltd,26.0,3.85%,9.72,15.9,"51,632",0.86,20,19,1.30,1.37,1.25,1.31,8.3,V:6.4 L:10.0 R:8.4 T:8.4,📈 Accelerating,4.9,EY:1.0 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
TCI Express,TCIEXP,TCI Express Ltd,23.6,4.24%,14.6,11.1,"2,153",1.25,-14,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,4.2,EY:1.6 MoS:0.2 Cap:1.6 Div:0.8,⚠️ Value Trap
Canara Robeco,CRAMC,Canara Robeco Asset Management Company Ltd,23.7,4.22%,40.1,30.3,"5,171",1.54,37,41,0.64,0.58,0.61,0.56,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,7.4,EY:1.6 MoS:2.1 Cap:2.5 Div:1.2,🌟 Quality Value
Mphasis,MPHASIS,Mphasis Ltd,29.0,3.45%,28.2,22.3,"46,011",2.57,0,5,Zero Growth,5.80,11.28,3.83,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Platinum Industr,PLATIND,Platinum Industries Ltd,24.6,4.07%,17.1,13.2,"1,245",0.00,14,69,1.76,0.36,1.76,0.36,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.4,EY:1.6 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Dutron Polymers,517437,Dutron Polymers Ltd,24.9,4.02%,11.7,8.99,63.0,1.43,2,3,12.45,8.30,7.26,5.62,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,4.0,EY:1.6 MoS:0.5 Cap:1.1 Div:0.8,⚠️ Value Trap
Workmates Core2,544610,Workmates Core2cloud Solution Ltd,26.3,3.80%,37.2,29.3,431,0.60,103,109,0.26,0.24,0.25,0.24,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,6.8,EY:1.0 MoS:2.5 Cap:2.5 Div:0.8,🌟 Quality Value
Orkla India,ORKLAINDIA,Orkla India Ltd,27.5,3.64%,14.8,11.1,"8,302",0.00,-4,20,Negative Growth,1.38,Negative Growth+Yield,1.38,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Enkei Wheels,ENKEIWHEL,Enkei Wheels India Ltd,28.1,3.56%,7.66,4.13,717,0.00,35,18,0.80,1.56,0.80,1.56,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.9,EY:1.0 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Panasonic Energy,LAKHNNATNL,Panasonic Energy India Company Ltd,28.8,3.47%,9.48,5.19,198,0.74,51,-13,0.56,Negative Growth,0.56,Negative Growth+Yield,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.5 Cap:1.1 Div:0.8,⚖️ Fair Value
Balkrishna Inds,BALKRISIND,Balkrishna Industries Ltd,33.2,3.01%,11.0,9.46,"45,433",0.68,-1,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,30.4,3.29%,13.6,11.1,321,0.20,-3,11,Negative Growth,2.76,Negative Growth+Yield,2.71,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Aaron Industries,AARON,Aaron Industries Ltd,34.3,2.92%,18.7,15.0,284,0.37,8,29,4.29,1.18,4.10,1.17,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Sirca Paints,SIRCA,Sirca Paints India Ltd,36.8,2.72%,20.3,15.8,"2,471",0.46,12,32,3.07,1.15,2.95,1.13,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.0,2.70%,23.0,19.3,"14,172",1.61,2,11,18.50,3.36,10.25,2.93,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
UltraTech Cem.,ULTRACEMCO,UltraTech Cement Ltd,45.0,2.22%,12.6,10.3,"3,44,302",2.05,15,7,3.00,6.43,2.64,4.97,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.8,EY:0.5 MoS:0.5 Cap:1.6 Div:1.2,⚠️ Value Trap
S H Kelkar & Co.,SHK,S H Kelkar & Company Ltd,,N/A,3.20,-0.74,"2,101",0.66,N/A,N/A,N/A,N/A,N/A,N/A,4.8,V:4.0 L:7.2 R:4.0 T:4.0,🔍 Discovery,2.9,EY:0.5 MoS:1.0 Cap:0.6 Div:0.8,⚠️ Value Trap
Jaykay Enter.,JAYKAY,Jaykay Enterprises Ltd,825,0.12%,3.36,3.33,"2,211",0.00,309,122,2.67,6.76,2.67,6.76,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Salona Cotspin,SALONA,Salona Cotspin Ltd,62.3,1.61%,8.33,1.88,143,0.37,-55,-24,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Cochin Shipyard,COCHINSHIP,Cochin Shipyard Ltd,68.8,1.45%,14.3,11.2,"40,642",0.49,31,1,2.22,68.80,2.18,46.17,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.1,EY:0.5 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Asian Hotels (N),ASIANHOTNR,Asian Hotels (North) Ltd,100,1.00%,3.52,0.57,"1,347",0.00,27,15,3.70,6.67,3.70,6.67,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
JSW Holdings,JSWHL,JSW Holdings Ltd,105,0.95%,0.53,0.40,"13,175",0.00,-26,13,Negative Growth,8.08,Negative Growth+Yield,8.08,3.7,V:0.8 L:8.8 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Wonder Electric.,WEL,Wonder Electricals Ltd,139,0.72%,9.87,9.70,"1,672",0.08,13,14,10.69,9.93,10.63,9.87,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Lak. Electrical,LAKSELECON,Lakshmi Electrical Control Systems Ltd,178,0.56%,0.82,0.44,206,0.36,-61,-25,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Max Financial,MFSL,Max Financial Services Ltd,"6,029",0.02%,0.05,0.00,"55,168",0.00,-89,-82,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
