Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Ruchira Papers,RUCHIRA,Ruchira Papers Ltd,9.68,10.33%,11.1,9.18,322,2.33,-13,55,Negative Growth,0.18,Negative Growth+Yield,0.17,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,6.0,EY:3.5 MoS:0.2 Cap:1.1 Div:1.2,⚖️ Fair Value
Organic Recyclin,543997,Organic Recycling Systems Ltd,63.4,1.58%,2.52,2.14,255,0.00,-5,10,Negative Growth,6.34,Negative Growth+Yield,6.34,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Monte Carlo Fas.,MONTECARLO,Monte Carlo Fashions Ltd,11.0,9.09%,14.0,12.8,"1,148",3.61,-6,11,Negative Growth,1.00,Negative Growth+Yield,0.75,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,6.1,EY:2.8 MoS:0.2 Cap:1.6 Div:1.5,⚖️ Fair Value
Vraj Iron,VRAJ,Vraj Iron & Steel Ltd,12.7,7.87%,10.2,7.39,404,0.00,-17,25,Negative Growth,0.51,Negative Growth+Yield,0.51,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Alpex Solar,ALPEXSOLAR,Alpex Solar Ltd,11.6,8.62%,43.8,52.4,"2,328",0.00,279,138,0.04,0.08,0.04,0.08,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Sharvaya Metals,544506,Sharvaya Metals Ltd,11.9,8.40%,28.7,23.3,139,0.00,82,N/A,0.15,N/A,0.15,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
G M Breweries,GMBREW,G M Breweries Ltd,12.7,7.87%,18.0,12.5,"2,143",0.96,10,11,1.27,1.15,1.16,1.06,7.5,V:6.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,7.2,EY:2.8 MoS:1.5 Cap:2.1 Div:0.8,🌟 Quality Value
Cybertech Sys.,CYBERTECH,Cybertech Systems & Software Ltd,17.5,5.71%,17.4,13.4,430,2.83,14,9,1.25,1.94,1.04,1.48,6.7,V:6.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,6.5,EY:2.2 MoS:1.5 Cap:1.6 Div:1.2,🌟 Quality Value
Shayona Eng.,544686,Shayona Engineering Ltd,13.8,7.25%,19.7,22.1,55.7,0.00,90,125,0.15,0.11,0.15,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Ultramarine Pig.,ULTRAMAR,Ultramarine & Pigments Ltd,14.8,6.76%,10.1,7.64,"1,206",1.45,1,5,14.80,2.96,6.04,2.29,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,5.2,EY:2.8 MoS:0.5 Cap:1.1 Div:0.8,⚖️ Fair Value
Castrol India,CASTROLIND,Castrol India Ltd,17.6,5.68%,60.3,45.9,"18,967",4.56,6,10,2.93,1.76,1.67,1.21,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Hisar Met.Inds.,HISARMETAL,Hisar Metal Industries Ltd,17.6,5.68%,7.92,4.96,83.9,0.64,-34,-10,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.8,EY:2.2 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Bajaj Healthcare,BAJAJHCARE,Bajaj Healthcare Ltd,19.6,5.10%,11.5,8.26,"1,106",0.46,-1,-13,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,4.0,EY:2.2 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Escorp Asset Mgt,540455,Escorp Asset Management Ltd,19.8,5.05%,5.36,4.37,126,0.00,19,N/A,1.04,N/A,1.04,N/A,7.2,V:6.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,4.5,EY:2.2 MoS:1.5 Cap:0.6 Div:0.2,⚖️ Fair Value
N G Industries,530897,N G Industries Ltd,20.4,4.90%,5.88,4.80,39.3,2.99,7,22,2.91,0.93,2.04,0.82,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.9,EY:1.6 MoS:0.5 Cap:0.6 Div:1.2,⚠️ Value Trap
Control Print,CONTROLPR,Control Print Ltd,13.5,7.41%,22.6,15.8,962,1.66,13,19,1.04,0.71,0.92,0.65,7.1,V:6.4 L:5.6 R:6.4 T:10.0,🛡️ Mature,7.6,EY:2.8 MoS:1.5 Cap:2.1 Div:1.2,🌟 Quality Value
U P Hotels,UPHOT,U P Hotels Ltd,25.2,3.97%,21.7,16.2,799,0.00,11,43,2.29,0.59,2.29,0.59,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:0.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Dutron Polymers,517437,Dutron Polymers Ltd,25.5,3.92%,11.7,8.95,64.4,1.40,1,3,25.50,8.50,10.62,5.80,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,3.4,EY:1.0 MoS:0.5 Cap:1.1 Div:0.8,⚠️ Value Trap
Enkei Wheels,ENKEIWHEL,Enkei Wheels India Ltd,27.3,3.66%,7.66,4.13,697,0.00,35,18,0.78,1.52,0.78,1.52,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.9,EY:1.0 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Alphalogic Indu,543937,Alphalogic Industries Ltd,29.3,3.41%,28.5,21.3,158,0.00,35,132,0.84,0.22,0.84,0.22,7.3,V:8.4 L:4.0 R:8.4 T:8.4,🚀 Inflection,5.8,EY:1.0 MoS:2.1 Cap:2.5 Div:0.2,⚖️ Fair Value
Puravankara,PURVA,Puravankara Ltd,33.1,3.02%,10.3,4.61,"5,174",0.00,38,56,0.87,0.59,0.87,0.59,8.5,V:8.4 L:8.8 R:8.4 T:8.4,🚀 Inflection,4.4,EY:1.0 MoS:2.1 Cap:1.1 Div:0.2,⚠️ Value Trap
Borosil,BORORENEW,Borosil Renewables Ltd,16.4,6.10%,26.6,27.7,"6,577",0.00,61,32,0.27,0.51,0.27,0.51,9.3,V:10.0 L:8.8 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
MKVentures Cap.,514238,MKVentures Capital Ltd,51.0,1.96%,14.0,10.3,413,0.02,-12,33,Negative Growth,1.55,Negative Growth+Yield,1.54,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
HDFC Life Insur.,HDFCLIFE,HDFC Life Insurance Company Ltd,61.2,1.63%,10.3,11.3,"1,20,922",0.38,12,7,5.10,8.74,4.94,8.29,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Jubilant Food.,JUBLFOOD,Jubilant Foodworks Ltd,123,0.81%,12.0,10.8,"31,760",0.25,-14,1,Negative Growth,123.00,Negative Growth+Yield,98.40,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Emergent Indust.,506180,Emergent Industrial Solutions Ltd,110,0.91%,11.1,4.58,181,0.00,-2,-20,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,2.0,EY:0.5 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Dalal Street Inv,501148,Dalal Street Investments Ltd,238,0.42%,0.48,-0.20,11.9,0.00,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Max Financial,MFSL,Max Financial Services Ltd,"5,873",0.02%,0.05,0.00,"53,739",0.00,-89,-82,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
