Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
K C P,KCP,K C P Ltd,17.9,5.59%,14.3,16.6,"2,112",0.31,90,-4,0.20,Negative Growth,0.20,Negative Growth+Yield,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,6.8,EY:2.2 MoS:2.5 Cap:1.6 Div:0.5,🌟 Quality Value
Fractal Industries,544707,Fractal Industries Ltd,12.5,8.00%,27.6,29.7,166,0.00,N/A,99,N/A,0.13,N/A,0.13,4.5,V:4.0 L:4.0 R:4.0 T:6.0,🔍 Discovery,6.5,EY:2.8 MoS:1.0 Cap:2.5 Div:0.2,🌟 Quality Value
B & A Packaging,523186,B & A Packaging India Ltd,13.1,7.63%,11.0,8.24,102,0.49,-6,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.6,EY:2.8 MoS:0.2 Cap:1.1 Div:0.5,⚖️ Fair Value
Clay Craft India,CLAYCRAFT,Clay Craft India Ltd,13.1,7.63%,20.0,17.5,352,0.00,11,26,1.19,0.50,1.19,0.50,6.7,V:6.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,6.6,EY:2.8 MoS:1.5 Cap:2.1 Div:0.2,🌟 Quality Value
HVAX Technolog.,HVAX,HVAX Technologies Ltd,13.1,7.63%,19.7,18.1,188,0.00,40,31,0.33,0.42,0.33,0.42,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Shayona Eng.,544686,Shayona Engineering Ltd,13.5,7.41%,19.7,22.1,54.5,0.00,90,125,0.15,0.11,0.15,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
D P Wires,DPWIRES,D P Wires Ltd,13.6,7.35%,9.15,6.83,255,0.00,-25,-6,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Neptune Pet.,NEPTUNE,Neptune Petrochemicals Ltd,13.7,7.30%,31.6,25.6,415,0.00,43,N/A,0.32,N/A,0.32,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Suraj Products,518075,Suraj Products Ltd,13.9,7.19%,14.7,12.0,291,0.88,-10,16,Negative Growth,0.87,Negative Growth+Yield,0.82,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,5.4,EY:2.8 MoS:0.2 Cap:1.6 Div:0.8,⚖️ Fair Value
Dollar Industrie,DOLLAR,Dollar Industries Ltd,13.9,7.19%,13.6,11.5,"1,532",1.11,22,4,0.63,3.48,0.60,2.72,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.3,EY:2.8 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Guj Pipavav Port,GPPL,Gujarat Pipavav Port Ltd,14.8,6.76%,30.2,22.3,"7,886",6.37,14,17,1.06,0.87,0.73,0.63,7.9,V:6.4 L:8.8 R:6.4 T:10.0,🛡️ Mature,8.3,EY:2.8 MoS:1.5 Cap:2.5 Div:1.5,💎 Deep Value
Transport Corp.,TCI,Transport Corporation of India Ltd,15.4,6.49%,20.6,20.3,"6,789",1.13,13,25,1.18,0.62,1.09,0.59,7.9,V:6.4 L:8.8 R:6.4 T:10.0,🛡️ Mature,6.6,EY:2.2 MoS:1.5 Cap:2.1 Div:0.8,🌟 Quality Value
Arex Industries,526851,Arex Industries Ltd,15.2,6.58%,7.70,5.39,45.7,1.97,32,28,0.47,0.54,0.45,0.51,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,6.5,EY:2.2 MoS:2.5 Cap:0.6 Div:1.2,🌟 Quality Value
Seshasayee Paper,SESHAPAPER,Seshasayee Paper & Boards Ltd,18.4,5.43%,5.09,3.51,"1,552",0.81,-44,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.8,EY:2.2 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Surya Roshni,SURYAROSNI,Surya Roshni Ltd,15.9,6.29%,15.6,10.9,"4,947",2.20,-6,12,Negative Growth,1.32,Negative Growth+Yield,1.12,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,5.2,EY:2.2 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
Kaveri Seed Co.,KSCL,Kaveri Seed Company Ltd,17.4,5.75%,18.1,17.6,"4,137",0.62,10,0,1.74,Zero Growth,1.64,28.06,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,6.1,EY:2.2 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Amba Enterprises,539196,Amba Enterprises Ltd,17.1,5.85%,22.1,17.7,151,0.63,20,30,0.86,0.57,0.83,0.56,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,7.2,EY:2.2 MoS:2.1 Cap:2.1 Div:0.8,🌟 Quality Value
Shubhshree Bio.,SHUBHSHREE,Shubhshree Biofuels Energy Ltd,21.2,4.72%,28.0,24.8,181,0.00,52,236,0.41,0.09,0.41,0.09,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Hindustan Hardy,505893,Hindustan Hardy Ltd,17.9,5.59%,27.8,25.0,118,0.36,30,21,0.60,0.85,0.59,0.84,7.7,V:8.4 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.3,EY:2.2 MoS:2.1 Cap:2.5 Div:0.5,🌟 Quality Value
Jindal Stain.,JSL,Jindal Stainless Ltd,23.0,4.35%,18.0,15.1,"61,633",0.53,10,48,2.30,0.48,2.18,0.47,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,5.0,EY:1.6 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
Beekay Steel Ind,BEEKAY,Beekay Steel Industries Ltd,18.2,5.49%,4.33,1.55,823,0.23,-46,-27,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.5,EY:2.2 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Logica Infoway,543746,Logica Infoway Ltd,20.2,4.95%,13.8,14.9,287,0.00,59,43,0.34,0.47,0.34,0.47,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,5.9,EY:1.6 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
CMR Green Tech.,CMRGREEN,CMR Green Technologies Ltd,39.2,2.55%,10.6,8.55,"4,917",0.00,20,-2,1.96,Negative Growth,1.96,Negative Growth+Yield,6.5,V:4.4 L:7.2 R:8.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:1.0 Cap:1.1 Div:0.2,⚠️ Value Trap
CSM Technologies,CSM,CSM Technologies Ltd,22.6,4.42%,23.8,22.1,529,0.49,9,29,2.51,0.78,2.38,0.77,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,4.7,EY:1.6 MoS:0.5 Cap:2.1 Div:0.5,⚖️ Fair Value
Bedmutha Indus.,BEDMUTHA,Bedmutha Industries Ltd,20.6,4.85%,14.0,4.73,357,0.00,-17,-49,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.6,EY:1.6 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Prostarm Info,PROSTARM,Prostarm Info Systems Ltd,21.8,4.59%,17.9,16.6,831,0.00,19,34,1.15,0.64,1.15,0.64,7.6,V:6.4 L:5.6 R:8.4 T:10.0,📈 Accelerating,4.9,EY:1.6 MoS:1.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Wakefit Innovati,WAKEFIT,Wakefit Innovations Ltd,23.9,4.18%,10.9,23.1,"4,697",0.00,49,45,0.49,0.53,0.49,0.53,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,6.4,EY:1.6 MoS:2.5 Cap:2.1 Div:0.2,⚖️ Fair Value
U P Hotels,UPHOT,U P Hotels Ltd,25.2,3.97%,21.7,16.2,799,0.00,11,43,2.29,0.59,2.29,0.59,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:0.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Nelcast,NELCAST,Nelcast Ltd,25.2,3.97%,11.5,8.43,"1,037",0.59,17,40,1.48,0.63,1.43,0.62,7.6,V:6.4 L:7.2 R:8.4 T:8.4,📈 Accelerating,4.4,EY:1.0 MoS:1.5 Cap:1.1 Div:0.8,⚠️ Value Trap
Karnika Industri,KARNIKA,Karnika Industries Ltd,24.6,4.07%,28.3,32.1,763,0.08,48,101,0.51,0.24,0.51,0.24,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,7.1,EY:1.6 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Dolfin Rubbers,542013,Dolfin Rubbers Ltd,27.6,3.62%,14.0,13.7,172,0.00,14,12,1.97,2.30,1.97,2.30,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Inflame Applian.,541083,Inflame Appliances Ltd,30.8,3.25%,12.3,9.79,177,0.00,8,30,3.85,1.03,3.85,1.03,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
VST Till. Tract.,VSTTILLERS,VST Tillers Tractors Ltd,35.0,2.86%,13.8,10.1,"3,852",0.56,5,3,7.00,11.67,6.29,9.83,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Pacific Inds,PACIFICI,Pacific Industries Ltd,34.0,2.94%,2.30,1.03,98.2,0.00,24,-26,1.42,Negative Growth,1.42,Negative Growth+Yield,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,3.3,EY:1.0 MoS:1.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Kalpat.,KALPATARU,Kalpataru Ltd,,N/A,2.64,-0.60,"5,771",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.2,V:4.0 L:8.8 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Prism Johnson,PRSMJOHNSN,Prism Johnson Ltd,57.7,1.73%,7.11,0.52,"5,844",0.00,29,-48,1.99,Negative Growth,1.99,Negative Growth+Yield,6.9,V:4.4 L:8.8 R:8.4 T:6.0,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Fairchem Organic,FAIRCHEMOR,Fairchem Organics Ltd,56.1,1.78%,3.33,2.19,847,0.15,-48,-32,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Blue Star,BLUESTARCO,Blue Star Ltd,89.5,1.12%,17.4,14.0,"32,179",0.54,19,59,4.71,1.52,4.58,1.50,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Stanley Lifesty.,STANLEY,Stanley Lifestyles Ltd,86.1,1.16%,4.40,2.69,821,0.00,9,47,9.57,1.83,9.57,1.83,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,199,0.50%,2.89,1.50,217,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Dalal Street Inv,501148,Dalal Street Investments Ltd,236,0.42%,0.48,-0.20,11.8,0.00,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
SKP Bearing,SKP,SKP Bearing Industries Ltd,17.3,5.78%,22.4,21.2,264,0.70,4,N/A,4.33,N/A,3.68,N/A,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,5.6,EY:2.2 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
