Company Name,Screener Slug,Company Full Name,Stock P/E,Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage
D B Corp,DBCORP,D B Corp Ltd,10.8,"3,797",3.30,25,20,0.43,0.54,0.38,0.46,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection
Shilp Gravures,513709,Shilp Gravures Ltd,9.45,96.1,1.34,13,3,0.73,3.15,0.66,2.18,7.2,V:8.4 L:4.0 R:6.4 T:10.0,🛡️ Mature
JM Financial,JMFINANCIL,JM Financial Ltd,22.0,"12,406",2.51,39,32,0.56,0.69,0.53,0.64,9.7,V:10.0 L:8.8 R:10.0 T:10.0,🚀 Inflection
Sahana Systems,SAHANA,Sahana Systems Ltd,17.2,835,0.11,98,218,0.18,0.08,0.18,0.08,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection
Kamat Hotels,KAMATHOTEL,Kamat Hotels (India) Ltd,12.2,526,0.00,-15,27,Negative Growth,0.45,Negative Growth+Yield,0.45,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
E Factor Experie,EFACTOR,E Factor Experiences Ltd,13.6,249,0.63,38,91,0.36,0.15,0.35,0.15,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection
Grob Tea Co,GROBTEA,The Grob Tea Co Ltd,13.2,107,0.22,120,-26,0.11,Negative Growth,0.11,Negative Growth+Yield,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Hind.Tin Works,HINDTINWRK,Hindustan Tin Works Ltd,13.3,111,0.75,-20,-11,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Wipro,WIPRO,Wipro Ltd,16.2,"1,82,875",5.98,10,4,1.62,4.05,1.01,1.62,6.7,V:4.4 L:10.0 R:6.4 T:6.0,🛡️ Mature
Revathi Equip,RVTH,Revathi Equipment India Ltd,15.9,216,0.00,1,3,15.90,5.30,15.90,5.30,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant
Suraj Products,518075,Suraj Products Ltd,14.1,265,0.90,-10,16,Negative Growth,0.88,Negative Growth+Yield,0.83,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
DHP India,531306,DHP India Ltd,14.3,160,0.75,-22,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Readymix Cons.,READYMIX,Readymix Construction Machinery Ltd,14.9,112,0.00,39,59,0.38,0.25,0.38,0.25,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
TCS,TCS,Tata Consultancy Services Ltd,15.8,"8,52,058",2.72,10,10,1.58,1.58,1.24,1.24,6.7,V:4.4 L:10.0 R:6.4 T:6.0,🛡️ Mature
L G Balakrishnan,LGBBROSLTD,L G Balakrishnan & Bros Ltd,16.7,"5,104",1.37,9,17,1.86,0.98,1.61,0.91,6.4,V:4.4 L:8.8 R:6.4 T:6.0,🛡️ Mature
Shivashrit Foods,SHIVASHRIT,Shivashrit Foods Ltd,16.2,227,0.00,110,N/A,0.15,N/A,0.15,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Transpek Inds.,TRANSPEK,Transpek Industry Ltd,16.3,635,1.75,-19,15,Negative Growth,1.09,Negative Growth+Yield,0.97,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
AAVAS Financiers,AAVAS,AAVAS Financiers Ltd,16.3,"11,215",0.00,15,18,1.09,0.91,1.09,0.91,7.9,V:6.4 L:8.8 R:6.4 T:10.0,📈 Accelerating
Power & Instrum.,PIGL,Power & Instrumentation (Gujarat) Ltd,17.7,239,0.18,55,31,0.32,0.57,0.32,0.57,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Agarwal Indl.,AGARIND,Agarwal Industrial Corporation Ltd,22.0,757,0.65,-11,10,Negative Growth,2.20,Negative Growth+Yield,2.07,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
Bambino Agro Ind,519295,Bambino Agro Industries Ltd,18.0,177,0.73,3,9,6.00,2.00,4.83,1.85,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.1,"1,860",0.48,17,-11,1.06,Negative Growth,1.04,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating
3B Blackbio,3BBLACKBIO,3B Blackbio DX Ltd,21.8,"1,075",0.32,23,96,0.95,0.23,0.93,0.23,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating
Jindal Stain.,JSL,Jindal Stainless Ltd,22.7,"60,888",0.54,10,48,2.27,0.47,2.15,0.47,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Escorp Asset Mgt,540455,Escorp Asset Management Ltd,18.9,120,0.00,19,N/A,0.99,N/A,0.99,N/A,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating
Poddar Pigments,PODDARMENT,Poddar Pigments Ltd,19.2,283,1.52,-19,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Kotak Mah. Bank,KOTAKBANK,Kotak Mahindra Bank Ltd,26.2,"3,89,237",0.17,9,15,2.91,1.75,2.86,1.73,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Jainex Aamcol,505212,Jainex Aamcol Ltd,19.9,28.0,0.00,4,63,4.97,0.32,4.97,0.32,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant
Bengal Tea & Fab,BENGALTEA,Bengal Tea & Fabrics Ltd,20.0,132,1.02,69,6,0.29,3.33,0.29,2.85,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection
Man Infra,MANINFRA,Man Infraconstruction Ltd,28.6,"4,387",0.83,-3,10,Negative Growth,2.86,Negative Growth+Yield,2.64,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining
Kanchi Karpooram,KANCHI,Kanchi Karpooram Ltd,21.3,161,0.27,-28,-39,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Keynote Finan.,KEYFINSERV,Keynote Financial Services Ltd,,148,0.38,N/A,N/A,N/A,N/A,N/A,N/A,4.0,V:4.0 L:4.0 R:4.0 T:4.0,🔍 Discovery
Forbes Precision,544186,Forbes Precision Tools & Machine Parts Ltd,22.1,751,3.43,1301,N/A,0.02,N/A,0.02,N/A,8.9,V:10.0 L:5.6 R:10.0 T:10.0,🚀 Inflection
Jubilant Agri,JUBLCPL,Jubilant Agri & Consumer Products Ltd,22.1,"2,943",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.3,V:4.0 L:7.2 R:4.0 T:6.0,🔍 Discovery
Newgen Software,NEWGEN,Newgen Software Technologies Ltd,23.4,"7,630",1.12,23,21,1.02,1.11,0.97,1.06,8.4,V:6.4 L:8.8 R:8.4 T:10.0,📈 Accelerating
Force Motors,FORCEMOT,Force Motors Ltd,23.3,"25,360",0.21,190,69,0.12,0.34,0.12,0.34,9.6,V:10.0 L:10.0 R:8.4 T:10.0,🚀 Inflection
Indian Energy Ex,IEX,Indian Energy Exchange Ltd,23.1,"11,271",2.78,20,18,1.16,1.28,1.01,1.11,8.4,V:6.4 L:8.8 R:8.4 T:10.0,📈 Accelerating
Canara Robeco,CRAMC,Canara Robeco Asset Management Company Ltd,23.6,"5,151",1.55,37,41,0.64,0.58,0.61,0.55,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection
Novus Loyalty,544735,Novus Loyalty Ltd,24.4,227,0.00,156,N/A,0.16,N/A,0.16,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection
Escorts Kubota,ESCORTS,Escorts Kubota Ltd,24.4,"34,976",1.06,48,21,0.51,1.16,0.50,1.11,10.0,V:10.0 L:10.0 R:10.0 T:10.0,🚀 Inflection
Samrat Forgings,543229,Samrat Forgings Ltd,25.6,112,0.00,-3,14,Negative Growth,1.83,Negative Growth+Yield,1.83,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Kansai Nerolac,KANSAINER,Kansai Nerolac Paints Ltd,24.9,"16,831",1.20,8,3,3.11,8.30,2.71,5.93,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature
Sharma E I Hosp.,524548,Sharma East India Hosp and Medical Research Ltd,26.6,33.0,0.00,14,21,1.90,1.27,1.90,1.27,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature
Vinati Organics,VINATIORGA,Vinati Organics Ltd,27.6,"13,743",0.57,5,13,5.52,2.12,4.96,2.03,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature
Dishman Carbogen,DCAL,Dishman Carbogen Amcis Ltd,,"3,002",0.00,10,13,N/A,N/A,N/A,N/A,5.4,V:4.0 L:7.2 R:6.4 T:4.0,🔍 Discovery
Goodyear India,GOODYEAR,Goodyear India Ltd,30.3,"1,862",3.27,-15,-11,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining
Manaksia Coated,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,30.5,"1,250",0.04,101,45,0.30,0.68,0.30,0.68,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.4,"38,999",1.48,2,17,15.70,1.85,9.02,1.70,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,30.1,319,0.20,-3,11,Negative Growth,2.74,Negative Growth+Yield,2.69,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Naperol Invest.,NATPEROXID,Naperol Investments Ltd,34.6,373,0.46,260,-21,0.13,Negative Growth,0.13,Negative Growth+Yield,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,143,222,0.00,-41,6,Negative Growth,23.83,Negative Growth+Yield,23.83,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining
JSW Dulux,JSWDULUX,JSW Dulux Ltd,36.8,"14,114",1.61,2,11,18.40,3.35,10.19,2.92,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant
Abbott India,ABBOTINDIA,Abbott India Ltd,38.7,"59,821",1.87,18,17,2.15,2.28,1.95,2.05,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature
Banaras Beads,BANARBEADS,Banaras Beads Ltd,39.4,74.5,1.99,-11,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
UltraTech Cem.,ULTRACEMCO,UltraTech Cement Ltd,45.9,"3,50,701",2.02,15,7,3.06,6.56,2.70,5.09,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Sealmatic India,543782,Sealmatic India Ltd,42.0,434,0.28,-2,10,Negative Growth,4.20,Negative Growth+Yield,4.09,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
NBI Indl. Fin.,NBIFIN,NBI Industrial Finance Company Ltd,44.8,622,0.02,33,51,1.36,0.88,1.36,0.88,7.2,V:6.4 L:5.6 R:8.4 T:8.4,📈 Accelerating
Hercules Investments,HERCULES,Hercules Investments Ltd,51.0,394,2.03,-33,-1,Negative Growth,Negative Growth,Negative Growth+Yield,49.51,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining
Bata India,BATAINDIA,Bata India Ltd,53.0,"9,196",3.50,-19,32,Negative Growth,1.66,Negative Growth+Yield,1.49,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining
Maan Aluminium,MAANALU,Maan Aluminium Ltd,56.8,740,0.00,-36,-3,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining
Hatsun Agro,HATSUN,Hatsun Agro Product Ltd,58.0,"21,205",1.05,30,8,1.93,7.25,1.87,6.41,7.6,V:4.4 L:10.0 R:10.0 T:6.0,🛡️ Mature
LG Electronics,LGEINDIA,LG Electronics India Ltd,63.7,"1,07,185",0.00,8,2,7.96,31.85,7.96,31.85,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Aveer Foods,543737,Aveer Foods Ltd,66.3,263,0.04,57,80,1.16,0.83,1.16,0.83,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating
Astral,ASTRAL,Astral Ltd,59.3,"39,383",0.27,11,12,5.39,4.94,5.26,4.83,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature
Jio Financial,JIOFIN,Jio Financial Services Ltd,236,"1,68,973",0.23,179,41,1.32,5.76,1.32,5.72,7.0,V:6.4 L:10.0 R:8.4 T:3.2,📈 Accelerating
Forbes & Co,FORBESGOK,Forbes & Company Ltd,70.7,391,0.00,11,15,6.43,4.71,6.43,4.71,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature
SKP Bearing,SKP,SKP Bearing Industries Ltd,17.6,264,0.70,4,N/A,4.40,N/A,3.74,N/A,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant
Bhudevi Infra,526488,Bhudevi Infra Projects Ltd,711,85.3,0.00,-28,25,Negative Growth,28.44,Negative Growth+Yield,28.44,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining
Machino Plastics,523248,Machino Plastics Ltd,"16,541",165,0.00,-6,18,Negative Growth,918.94,Negative Growth+Yield,918.94,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining
