Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Savy Infra,SAVY,Savy Infra and Logistics Ltd,6.74,14.84%,42.8,39.9,283,0.00,398,N/A,0.02,N/A,0.02,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.7,EY:3.5 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Positron Energy,POSITRON,Positron Energy Ltd,6.83,14.64%,29.8,22.6,137,0.00,110,N/A,0.06,N/A,0.06,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.7,EY:3.5 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
G S F C,GSFC,Gujarat State Fertilizers & Chemicals Ltd,9.65,10.36%,7.06,5.40,"6,490",3.07,-20,11,Negative Growth,0.88,Negative Growth+Yield,0.69,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,5.8,EY:3.5 MoS:0.2 Cap:0.6 Div:1.5,⚖️ Fair Value
Ruchira Papers,RUCHIRA,Ruchira Papers Ltd,9.63,10.38%,11.1,9.18,321,2.33,-13,55,Negative Growth,0.18,Negative Growth+Yield,0.17,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,6.0,EY:3.5 MoS:0.2 Cap:1.1 Div:1.2,⚖️ Fair Value
Guj. Containers,513507,Gujarat Containers Ltd,9.75,10.26%,16.3,13.6,92.4,0.92,-13,21,Negative Growth,0.46,Negative Growth+Yield,0.44,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,6.1,EY:3.5 MoS:0.2 Cap:1.6 Div:0.8,⚖️ Fair Value
Organic Recyclin,543997,Organic Recycling Systems Ltd,62.4,1.60%,2.52,2.14,251,0.00,-5,10,Negative Growth,6.24,Negative Growth+Yield,6.24,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
All E Tech,ALLETEC,All E Technologies Ltd,13.8,7.25%,20.7,15.8,277,1.09,30,28,0.46,0.49,0.44,0.47,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,8.2,EY:2.8 MoS:2.5 Cap:2.1 Div:0.8,💎 Deep Value
MANGALAM SEEDS,MSL,Mangalam Seeds Ltd,18.2,5.49%,10.2,9.86,156,0.00,-9,6,Negative Growth,3.03,Negative Growth+Yield,3.03,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.7,EY:2.2 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Alpex Solar,ALPEXSOLAR,Alpex Solar Ltd,11.3,8.85%,43.8,52.4,"2,272",0.00,279,138,0.04,0.08,0.04,0.08,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
JM Financial,JMFINANCIL,JM Financial Ltd,22.4,4.46%,17.6,15.1,"12,638",2.46,39,32,0.57,0.70,0.54,0.65,9.7,V:10.0 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.9,EY:1.6 MoS:2.5 Cap:1.6 Div:1.2,🌟 Quality Value
G M Breweries,GMBREW,G M Breweries Ltd,12.5,8.00%,18.0,12.5,"2,102",0.98,10,11,1.25,1.14,1.14,1.04,7.5,V:6.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,7.2,EY:2.8 MoS:1.5 Cap:2.1 Div:0.8,🌟 Quality Value
B & A Packaging,523186,B & A Packaging India Ltd,12.8,7.81%,11.0,8.24,99.4,0.50,-6,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.9,EY:2.8 MoS:0.2 Cap:1.1 Div:0.8,⚖️ Fair Value
NCC,NCC,NCC Ltd,15.3,6.54%,15.2,8.20,"9,399",1.47,4,20,3.83,0.77,2.80,0.71,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Fabtech Tech.,FABTECH,Fabtech Technologies Ltd,19.4,5.15%,11.0,8.63,668,0.40,10,25,1.94,0.78,1.87,0.76,5.6,V:4.4 L:5.6 R:6.4 T:6.0,🛡️ Mature,4.8,EY:2.2 MoS:1.0 Cap:1.1 Div:0.5,⚖️ Fair Value
Om Power Transmission,OMPOWER,Om Power Transmission Ltd,14.3,6.99%,42.7,38.2,602,0.00,86,N/A,0.17,N/A,0.17,N/A,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Crown Lifters,CROWN,Crown Lifters Ltd,14.5,6.90%,13.4,12.7,131,0.00,41,54,0.35,0.27,0.35,0.27,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
Uday Jewellery,UDAYJEW,Uday Jewellery Industries Ltd,14.6,6.85%,22.4,22.8,487,0.35,56,44,0.26,0.33,0.26,0.33,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.9,EY:2.8 MoS:2.5 Cap:2.1 Div:0.5,🌟 Quality Value
Pennar Industrie,PENIND,Pennar Industries Ltd,22.9,4.37%,14.2,10.9,"2,297",0.00,32,54,0.72,0.42,0.72,0.42,8.5,V:8.4 L:7.2 R:8.4 T:10.0,🚀 Inflection,5.5,EY:1.6 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Indraprastha Gas,IGL,Indraprastha Gas Ltd,18.5,5.41%,18.1,13.0,"22,126",2.06,-4,5,Negative Growth,3.70,Negative Growth+Yield,2.62,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,5.7,EY:2.2 MoS:0.2 Cap:2.1 Div:1.2,⚖️ Fair Value
Amba Enterprises,539196,Amba Enterprises Ltd,16.8,5.95%,22.1,17.7,148,0.64,20,30,0.84,0.56,0.81,0.55,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,7.2,EY:2.2 MoS:2.1 Cap:2.1 Div:0.8,🌟 Quality Value
G G Automotive,531399,G G Automotive Gears Ltd,17.0,5.88%,20.4,21.2,163,0.00,79,46,0.22,0.37,0.22,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Sudarshan Colorants,SUDARCOLOR,Sudarshan Colorants India Ltd,17.1,5.85%,11.4,8.80,885,0.00,28,5,0.61,3.42,0.61,3.42,8.1,V:8.4 L:5.6 R:8.4 T:10.0,🚀 Inflection,5.6,EY:2.2 MoS:2.1 Cap:1.1 Div:0.2,⚖️ Fair Value
Castrol India,CASTROLIND,Castrol India Ltd,17.4,5.75%,60.3,45.9,"18,820",4.60,6,10,2.90,1.74,1.64,1.19,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Beekay Steel Ind,BEEKAY,Beekay Steel Industries Ltd,17.6,5.68%,5.67,3.70,796,0.24,-28,-13,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.5,EY:2.2 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Suryaamba Spinni,533101,Suryaamba Spinning Mills Ltd,18.9,5.29%,8.20,4.77,36.4,0.81,-27,-6,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.2 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Indian CardCloth,INDIANCARD,Indian Card Clothing Company Ltd,19.3,5.18%,2.10,1.48,131,0.00,-2,58,Negative Growth,0.33,Negative Growth+Yield,0.33,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.2,EY:2.2 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Lactose (India),524202,Lactose (India) Ltd,19.3,5.18%,11.3,9.81,134,0.00,72,35,0.27,0.55,0.27,0.55,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.0,EY:2.2 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Kirl. Ferrous,KIRLFER,Kirloskar Ferrous Industries Ltd,19.4,5.15%,13.4,14.5,"7,585",1.31,6,12,3.23,1.62,2.65,1.46,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Tata Steel,TATASTEEL,Tata Steel Ltd,13.1,7.63%,14.0,12.9,"2,35,677",2.12,4,8,3.27,1.64,2.14,1.29,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,6.1,EY:2.8 MoS:0.5 Cap:1.6 Div:1.2,⚖️ Fair Value
Bedmutha Indus.,BEDMUTHA,Bedmutha Industries Ltd,20.9,4.78%,14.0,4.73,363,0.00,-17,-49,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.6,EY:1.6 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Newgen Software,NEWGEN,Newgen Software Technologies Ltd,23.0,4.35%,25.4,20.2,"7,479",1.14,23,21,1.00,1.10,0.95,1.04,8.4,V:6.4 L:8.8 R:8.4 T:10.0,📈 Accelerating,6.4,EY:1.6 MoS:1.5 Cap:2.5 Div:0.8,⚖️ Fair Value
TCI Express,TCIEXP,TCI Express Ltd,23.3,4.29%,14.6,11.1,"2,126",1.27,-14,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,4.2,EY:1.6 MoS:0.2 Cap:1.6 Div:0.8,⚠️ Value Trap
Platinum Industr,PLATIND,Platinum Industries Ltd,25.1,3.98%,17.1,13.2,"1,272",0.00,14,69,1.79,0.36,1.79,0.36,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Bright Brothers,BRIGHTBR,Bright Brothers Ltd,17.5,5.71%,12.8,9.56,145,0.98,57,6,0.31,2.92,0.30,2.51,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.2 MoS:2.5 Cap:1.6 Div:0.8,🌟 Quality Value
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,100,1.00%,17.2,12.9,760,0.00,54,64,1.85,1.56,1.85,1.56,5.4,V:4.4 L:5.6 R:8.4 T:3.2,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Bombay Cycle,501430,Bombay Cycle & Motor Agency Ltd,25.8,3.88%,9.19,7.02,64.1,0.31,0,6,Zero Growth,4.30,83.23,4.09,4.6,V:4.0 L:4.0 R:4.4 T:6.0,🔍 Discovery,3.6,EY:1.0 MoS:1.0 Cap:1.1 Div:0.5,⚠️ Value Trap
Holmarc Opto,HOLMARC,Holmarc Opto-Mechatronics Ltd,25.9,3.86%,18.1,14.1,106,0.48,11,42,2.35,0.62,2.26,0.61,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Karnika Industri,KARNIKA,Karnika Industries Ltd,23.7,4.22%,28.3,32.1,733,0.08,48,101,0.49,0.23,0.49,0.23,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,7.1,EY:1.6 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Vibhor Steel,VSTL,Vibhor Steel Tubes Ltd,26.6,3.76%,7.92,5.05,223,0.00,-23,28,Negative Growth,0.95,Negative Growth+Yield,0.95,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.0,EY:1.0 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Polson,507645,Polson Ltd,27.0,3.70%,6.10,3.68,138,0.00,6,-11,4.50,Negative Growth,4.50,Negative Growth+Yield,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,2.3,EY:1.0 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
BASF India,BASF,BASF India Ltd,27.0,3.70%,14.5,10.7,"16,729",0.65,2,7,13.50,3.86,10.19,3.53,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Workmates Core2,544610,Workmates Core2cloud Solution Ltd,27.1,3.69%,37.2,29.3,444,0.58,103,109,0.26,0.25,0.26,0.25,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,6.8,EY:1.0 MoS:2.5 Cap:2.5 Div:0.8,🌟 Quality Value
Heidelberg Cem.,HEIDELBERG,HeidelbergCement India Ltd,29.9,3.34%,14.7,10.1,"3,630",4.37,12,-15,2.49,Negative Growth,1.83,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:0.5 Cap:1.6 Div:1.5,⚖️ Fair Value
Pacific Inds,PACIFICI,Pacific Industries Ltd,34.3,2.92%,2.30,1.03,99.1,0.00,24,-26,1.43,Negative Growth,1.43,Negative Growth+Yield,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,3.3,EY:1.0 MoS:1.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Naperol Invest.,NATPEROXID,Naperol Investments Ltd,37.0,2.70%,1.07,1.03,399,2.81,260,-21,0.14,Negative Growth,0.14,Negative Growth+Yield,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,5.3,EY:1.0 MoS:2.5 Cap:0.6 Div:1.2,⚖️ Fair Value
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.7,2.65%,23.0,19.3,"14,457",1.58,2,11,18.85,3.43,10.53,3.00,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Premco Global,PREMCO,Premco Global Ltd,11.7,8.55%,12.8,12.5,129,2.05,4,26,2.92,0.45,1.93,0.42,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,6.1,EY:2.8 MoS:0.5 Cap:1.6 Div:1.2,⚖️ Fair Value
Nalwa Sons Invst,NSIL,Nalwa Sons Investments Ltd,62.6,1.60%,0.40,0.30,"2,941",0.00,-17,7,Negative Growth,8.94,Negative Growth+Yield,8.94,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
ION Exchange,IONEXCHANG,Ion Exchange (India) Ltd,52.9,1.89%,13.4,11.1,"6,002",0.31,-7,0,Negative Growth,Zero Growth,Negative Growth+Yield,170.65,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
C D S L,CDSL,Central Depository Services (India) Ltd,63.3,1.58%,40.4,31.3,"29,147",0.91,20,24,3.17,2.64,3.03,2.54,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Hikal,HIKAL,Hikal Ltd,64.2,1.56%,3.51,2.22,"2,741",0.27,-30,-27,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Cochin Shipyard,COCHINSHIP,Cochin Shipyard Ltd,66.7,1.50%,14.3,11.2,"39,438",0.50,31,1,2.15,66.70,2.12,44.47,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Josts Engg. Co.,505750,Josts Engineering Company Ltd,71.4,1.40%,6.51,-6.70,282,0.52,N/A,N/A,N/A,N/A,N/A,N/A,4.5,V:4.0 L:4.0 R:4.0 T:6.0,🔍 Discovery,2.9,EY:0.5 MoS:1.0 Cap:0.6 Div:0.8,⚠️ Value Trap
Mamata Machinery,MAMATA,Mamata Machinery Ltd,105,0.95%,9.74,6.95,"1,015",0.12,5,0,21.00,Zero Growth,20.51,875.00,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Emergent Indust.,506180,Emergent Industrial Solutions Ltd,115,0.87%,11.1,4.58,189,0.00,-2,-20,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,2.0,EY:0.5 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Pine Labs,PINELABS,Pine Labs Ltd,115,0.87%,4.36,2.96,"19,197",0.00,66,35,1.74,3.29,1.74,3.29,6.2,V:4.4 L:8.8 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
RIR Power Electr,RIR,RIR Power Electronics Ltd,166,0.60%,7.96,5.22,"1,352",0.12,0,38,Zero Growth,4.37,1383.33,4.35,4.7,V:4.0 L:7.2 R:4.4 T:3.2,🔍 Discovery,2.6,EY:0.5 MoS:1.0 Cap:0.6 Div:0.5,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,194,0.52%,2.89,1.50,212,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Juniper Green,JNPR,Juniper Green Energy Ltd,,N/A,3.25,-0.58,"15,084",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.2,V:4.0 L:8.8 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Technvision Ven.,TECHNVISN,TechNVision Ventures Ltd,"3,058",0.03%,8.80,4.33,"3,088",0.00,53,53,57.70,57.70,57.70,57.70,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
