Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Monte Carlo Fas.,MONTECARLO,Monte Carlo Fashions Ltd,10.9,9.17%,14.0,12.8,"1,142",3.64,-6,11,Negative Growth,0.99,Negative Growth+Yield,0.74,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,6.1,EY:2.8 MoS:0.2 Cap:1.6 Div:1.5,⚖️ Fair Value
Alpex Solar,ALPEXSOLAR,Alpex Solar Ltd,11.4,8.77%,43.8,52.4,"2,282",0.00,279,138,0.04,0.08,0.04,0.08,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Sharvaya Metals,544506,Sharvaya Metals Ltd,11.9,8.40%,28.7,23.3,139,0.00,82,N/A,0.15,N/A,0.15,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
G M Breweries,GMBREW,G M Breweries Ltd,12.4,8.06%,18.0,12.5,"2,086",0.99,10,11,1.24,1.13,1.13,1.03,7.5,V:6.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,7.2,EY:2.8 MoS:1.5 Cap:2.1 Div:0.8,🌟 Quality Value
Marathon Nextgen,MARATHON,Marathon Nextgen Realty Ltd,15.2,6.58%,13.1,10.6,"2,801",0.24,16,43,0.95,0.35,0.94,0.35,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,6.4,EY:2.2 MoS:2.1 Cap:1.6 Div:0.5,⚖️ Fair Value
Aelea Commoditi.,544213,Aelea Commodities Ltd,14.6,6.85%,21.4,23.6,309,0.00,313,26,0.05,0.56,0.05,0.56,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Ultramarine Pig.,ULTRAMAR,Ultramarine & Pigments Ltd,15.0,6.67%,10.1,7.64,"1,223",1.43,1,5,15.00,3.00,6.17,2.33,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,5.2,EY:2.8 MoS:0.5 Cap:1.1 Div:0.8,⚖️ Fair Value
KIFS Financial,535566,KIFS Financial Services Ltd,15.0,6.67%,8.20,13.4,125,1.34,8,16,1.88,0.94,1.61,0.87,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature,6.2,EY:2.8 MoS:1.0 Cap:1.6 Div:0.8,⚖️ Fair Value
Pennar Industrie,PENIND,Pennar Industries Ltd,22.5,4.44%,14.2,10.9,"2,259",0.00,32,54,0.70,0.42,0.70,0.42,8.5,V:8.4 L:7.2 R:8.4 T:10.0,🚀 Inflection,5.5,EY:1.6 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Jindal Stain.,JSL,Jindal Stainless Ltd,22.4,4.46%,18.0,15.1,"60,165",0.55,10,48,2.24,0.47,2.12,0.46,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,5.0,EY:1.6 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
Patanjali Foods,PATANJALI,Patanjali Foods Ltd,18.3,5.46%,12.1,16.0,"39,734",1.37,30,23,0.61,0.80,0.58,0.75,9.6,V:8.4 L:10.0 R:10.0 T:10.0,🚀 Inflection,6.7,EY:2.2 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Bella Casa Fashi,BELLACASA,Bella Casa Fashion & Retail Ltd,18.7,5.35%,15.2,12.7,336,0.80,37,30,0.51,0.62,0.49,0.61,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.2 MoS:2.5 Cap:1.6 Div:0.8,🌟 Quality Value
Kirl. Ferrous,KIRLFER,Kirloskar Ferrous Industries Ltd,19.9,5.03%,13.4,14.5,"7,769",1.27,6,12,3.32,1.66,2.74,1.50,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
N G Industries,530897,N G Industries Ltd,20.2,4.95%,5.88,4.80,39.1,3.00,7,22,2.89,0.92,2.02,0.81,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.2,EY:1.6 MoS:0.5 Cap:0.6 Div:1.5,⚠️ Value Trap
Grand Continent,GCHOTELS,Grand Continent Hotels Ltd,27.2,3.68%,10.4,8.92,271,0.00,76,45,0.36,0.60,0.36,0.60,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,4.8,EY:1.0 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Sundaram Finance,SUNDARMFIN,Sundaram Finance Ltd,26.2,3.82%,9.72,15.9,"51,942",0.86,20,19,1.31,1.38,1.26,1.32,8.3,V:6.4 L:10.0 R:8.4 T:8.4,📈 Accelerating,4.9,EY:1.0 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Juniper Hotels,JUNIPER,Juniper Hotels Ltd,25.3,3.95%,8.16,6.33,"4,755",0.00,99,23,0.26,1.10,0.26,1.10,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection,4.8,EY:1.0 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,101,0.99%,17.2,12.9,762,0.00,54,64,1.87,1.58,1.87,1.58,5.4,V:4.4 L:5.6 R:8.4 T:3.2,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Alphalogic Indu,543937,Alphalogic Industries Ltd,29.3,3.41%,28.6,21.3,158,0.00,35,132,0.84,0.22,0.84,0.22,7.3,V:8.4 L:4.0 R:8.4 T:8.4,🚀 Inflection,5.8,EY:1.0 MoS:2.1 Cap:2.5 Div:0.2,⚖️ Fair Value
Wonderla Holiday,WONDERLA,Wonderla Holidays Ltd,31.2,3.21%,6.20,4.60,"3,296",0.39,-17,29,Negative Growth,1.08,Negative Growth+Yield,1.06,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Clean Science,CLEAN,Clean Science & Technology Ltd,35.2,2.84%,21.7,16.2,"8,715",0.73,-6,5,Negative Growth,7.04,Negative Growth+Yield,6.14,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,4.1,EY:1.0 MoS:0.2 Cap:2.1 Div:0.8,⚠️ Value Trap
Viceroy Hotels,VHLTD,Viceroy Hotels Ltd,43.2,2.31%,7.27,7.13,960,0.00,56,25,0.77,1.73,0.77,1.73,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.4,EY:0.5 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Premco Global,PREMCO,Premco Global Ltd,11.9,8.40%,12.8,12.5,131,2.04,4,26,2.98,0.46,1.97,0.42,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,6.1,EY:2.8 MoS:0.5 Cap:1.6 Div:1.2,⚖️ Fair Value
Salona Cotspin,SALONA,Salona Cotspin Ltd,60.7,1.65%,8.26,1.45,139,0.23,-59,-28,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Hikal,HIKAL,Hikal Ltd,64.8,1.54%,3.51,2.22,"2,765",0.27,-30,-27,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
SKP Bearing,SKP,SKP Bearing Industries Ltd,17.3,5.78%,22.4,21.2,266,0.69,4,N/A,4.33,N/A,3.69,N/A,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,5.6,EY:2.2 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
