Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Vishnusurya Pro.,VISHNUINFR,Vishnusurya Projects and Infra Ltd,10.8,9.26%,21.0,18.0,413,0.63,27,73,0.40,0.15,0.39,0.15,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,8.2,EY:2.8 MoS:2.5 Cap:2.1 Div:0.8,💎 Deep Value
Maithan Alloys,MAITHANALL,Maithan Alloys Ltd,10.3,9.71%,14.0,11.0,"2,894",1.71,-1,14,Negative Growth,0.74,14.51,0.66,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,5.8,EY:2.8 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
VVIP Infratech,544219,VVIP Infratech Ltd,13.7,7.30%,17.3,13.4,311,0.00,34,37,0.40,0.37,0.40,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
Monte Carlo Fas.,MONTECARLO,Monte Carlo Fashions Ltd,10.9,9.17%,13.9,12.8,"1,140",3.64,-6,11,Negative Growth,0.99,Negative Growth+Yield,0.74,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,6.1,EY:2.8 MoS:0.2 Cap:1.6 Div:1.5,⚖️ Fair Value
JM Financial,JMFINANCIL,JM Financial Ltd,22.0,4.55%,17.6,15.1,"12,393",2.51,39,32,0.56,0.69,0.53,0.64,9.7,V:10.0 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.9,EY:1.6 MoS:2.5 Cap:1.6 Div:1.2,🌟 Quality Value
Associated Coat.,544183,Associated Coaters Ltd,11.9,8.40%,20.3,15.8,13.7,0.00,28,N/A,0.42,N/A,0.42,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
HVAX Technolog.,HVAX,HVAX Technologies Ltd,13.0,7.69%,19.7,18.1,187,0.00,40,31,0.33,0.42,0.33,0.42,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Apollo Tyres,APOLLOTYRE,Apollo Tyres Ltd,14.6,6.85%,15.7,16.7,"28,316",1.35,54,21,0.27,0.70,0.26,0.65,10.0,V:10.0 L:10.0 R:10.0 T:10.0,🚀 Inflection,7.7,EY:2.8 MoS:2.5 Cap:1.6 Div:0.8,🌟 Quality Value
National Plastic,531287,National Plastic Technologies Ltd,14.2,7.04%,16.8,16.8,137,0.66,15,47,0.95,0.30,0.91,0.30,7.2,V:8.4 L:4.0 R:6.4 T:10.0,📈 Accelerating,7.3,EY:2.8 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Sharda Motor,SHARDAMOTR,Sharda Motor Industries Ltd,15.5,6.45%,35.2,27.3,"5,127",1.82,18,34,0.86,0.46,0.78,0.43,8.9,V:8.4 L:8.8 R:8.4 T:10.0,📈 Accelerating,8.0,EY:2.2 MoS:2.1 Cap:2.5 Div:1.2,💎 Deep Value
TajGVK Hotels,TAJGVK,TajGVK Hotels & Resorts Ltd,22.3,4.48%,21.5,17.2,"2,216",0.57,14,45,1.59,0.50,1.53,0.49,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,5.5,EY:1.6 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Trident Lifeline,543616,Trident Lifeline Ltd,16.6,6.02%,26.1,22.0,325,0.00,44,96,0.38,0.17,0.38,0.17,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
SAL Automotive,539353,SAL Automotive Ltd,16.0,6.25%,11.8,10.5,92.7,1.03,0,41,Zero Growth,0.39,15.53,0.38,4.6,V:4.0 L:4.0 R:4.4 T:6.0,🔍 Discovery,5.1,EY:2.2 MoS:1.0 Cap:1.1 Div:0.8,⚖️ Fair Value
Accelya Solution,ACCELYA,Accelya Solutions India Ltd,15.2,6.58%,54.8,45.3,"1,697",3.96,1,20,15.20,0.76,3.06,0.63,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Sita Enterprises,512589,Sita Enterprises Ltd,16.4,6.10%,29.6,25.5,43.5,0.00,119,74,0.14,0.22,0.14,0.22,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Active Clothing,541144,Active Clothing Co Ltd,17.9,5.59%,10.6,11.8,182,0.00,64,178,0.28,0.10,0.28,0.10,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.0,EY:2.2 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.5,5.41%,12.7,10.9,"1,826",0.36,17,-11,1.09,Negative Growth,1.07,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,5.8,EY:2.2 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Escorp Asset Mgt,540455,Escorp Asset Management Ltd,18.9,5.29%,5.36,4.37,120,0.00,19,N/A,0.99,N/A,0.99,N/A,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,5.1,EY:2.2 MoS:2.1 Cap:0.6 Div:0.2,⚖️ Fair Value
Suryaamba Spinni,533101,Suryaamba Spinning Mills Ltd,19.1,5.24%,8.20,4.77,36.6,0.80,-27,-6,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.2 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
3B Blackbio,3BBLACKBIO,3B Blackbio DX Ltd,21.2,4.72%,22.4,16.7,"1,083",0.32,23,96,0.92,0.22,0.91,0.22,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,6.3,EY:1.6 MoS:2.1 Cap:2.1 Div:0.5,⚖️ Fair Value
Kotak Mah. Bank,KOTAKBANK,Kotak Mahindra Bank Ltd,26.9,3.72%,6.28,11.1,"3,99,349",0.16,9,15,2.99,1.79,2.94,1.77,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Sunteck Realty,SUNTECK,Sunteck Realty Ltd,265,0.38%,0.79,-0.77,"4,513",0.49,N/A,N/A,N/A,N/A,N/A,N/A,4.6,V:4.0 L:7.2 R:4.0 T:3.2,🔍 Discovery,2.6,EY:0.5 MoS:1.0 Cap:0.6 Div:0.5,⚠️ Value Trap
Logica Infoway,543746,Logica Infoway Ltd,21.3,4.69%,13.6,14.9,302,0.00,59,43,0.36,0.50,0.36,0.50,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,5.9,EY:1.6 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Prevest Denpro,543363,Prevest Denpro Ltd,21.4,4.67%,24.9,18.5,484,0.25,11,24,1.95,0.89,1.90,0.88,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature,5.2,EY:1.6 MoS:1.0 Cap:2.1 Div:0.5,⚖️ Fair Value
AWL Agri Busine.,AWL,AWL Agri Business Ltd,22.8,4.39%,17.7,10.1,"25,198",0.52,18,9,1.27,2.53,1.23,2.39,8.7,V:6.4 L:10.0 R:8.4 T:10.0,📈 Accelerating,5.5,EY:1.6 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Kanchi Karpooram,KANCHI,Kanchi Karpooram Ltd,21.5,4.65%,3.91,2.40,162,0.27,-28,-39,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.9,EY:1.6 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Alembic Pharma,APLLTD,Alembic Pharmaceuticals Ltd,20.4,4.90%,12.3,12.9,"16,057",1.47,26,-9,0.78,Negative Growth,0.74,Negative Growth+Yield,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.1,EY:1.6 MoS:2.1 Cap:1.6 Div:0.8,⚖️ Fair Value
Newgen Software,NEWGEN,Newgen Software Technologies Ltd,23.1,4.33%,25.4,20.2,"7,530",1.14,23,21,1.00,1.10,0.96,1.04,8.4,V:6.4 L:8.8 R:8.4 T:10.0,📈 Accelerating,6.4,EY:1.6 MoS:1.5 Cap:2.5 Div:0.8,⚖️ Fair Value
Anand Rathi Shar,ARSSBL,Anand Rathi Share & Stock Brokers Ltd,22.5,4.44%,19.8,14.2,"3,319",0.95,50,58,0.45,0.39,0.44,0.38,9.3,V:10.0 L:7.2 R:10.0 T:10.0,🚀 Inflection,7.0,EY:1.6 MoS:2.5 Cap:2.1 Div:0.8,🌟 Quality Value
MRF,MRF,MRF Ltd,23.8,4.20%,16.4,12.4,"56,986",0.17,52,14,0.46,1.70,0.46,1.68,9.6,V:10.0 L:10.0 R:8.4 T:10.0,🚀 Inflection,6.2,EY:1.6 MoS:2.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Krishca Strapp.,KRISHCA,Krishca Strapping Solutions Ltd,23.2,4.31%,12.9,10.1,270,0.00,8,81,2.90,0.29,2.90,0.29,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.9,EY:1.6 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Godrej Agrovet,GODREJAGRO,Godrej Agrovet Ltd,19.0,5.26%,22.5,19.8,"11,017",1.92,31,14,0.61,1.36,0.58,1.19,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,7.6,EY:2.2 MoS:2.1 Cap:2.1 Div:1.2,🌟 Quality Value
eClerx Services,ECLERX,eClerx Services Ltd,34.4,2.91%,40.9,34.4,"17,144",0.05,6,15,5.73,2.29,5.69,2.29,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,4.5,EY:1.0 MoS:0.5 Cap:2.5 Div:0.5,⚖️ Fair Value
Hexaware Tech.,HEXT,Hexaware Technologies Ltd,41.6,2.40%,33.5,26.6,"34,370",2.04,7,10,5.94,4.16,4.60,3.46,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.7,EY:0.5 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
RNFI Services,RNFI,RNFI Services Ltd,36.1,2.77%,20.4,16.1,697,0.00,47,23,0.77,1.57,0.77,1.57,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.1 Cap:2.1 Div:0.2,⚖️ Fair Value
Cyient,CYIENT,Cyient Ltd,23.0,4.35%,16.6,7.96,"10,103",1.76,-5,1,Negative Growth,23.00,Negative Growth+Yield,8.33,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,4.6,EY:1.6 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,98.0,1.02%,17.2,12.9,741,0.00,54,64,1.81,1.53,1.81,1.53,6.1,V:4.4 L:5.6 R:8.4 T:6.0,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Chemcon Special.,CHEMCON,Chemcon Speciality Chemicals Ltd,25.1,3.98%,6.42,4.80,707,3.37,-24,-16,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:0.6 Div:1.5,⚠️ Value Trap
Rites,RITES,Rites Ltd,26.1,3.83%,20.6,15.7,"10,580",2.36,-9,-1,Negative Growth,Negative Growth,Negative Growth+Yield,19.19,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,4.5,EY:1.0 MoS:0.2 Cap:2.1 Div:1.2,⚖️ Fair Value
Workmates Core2,544610,Workmates Core2cloud Solution Ltd,26.1,3.83%,37.2,29.3,428,0.60,103,109,0.25,0.24,0.25,0.24,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,6.8,EY:1.0 MoS:2.5 Cap:2.5 Div:0.8,🌟 Quality Value
Holmarc Opto,HOLMARC,Holmarc Opto-Mechatronics Ltd,26.6,3.76%,18.1,14.1,108,0.46,11,42,2.42,0.63,2.32,0.63,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Medi Assist Ser.,MEDIASSIST,Medi Assist Healthcare Services Ltd,46.7,2.14%,20.4,14.5,"2,667",0.56,48,11,0.97,4.25,0.96,4.04,8.5,V:8.4 L:7.2 R:10.0 T:8.4,🚀 Inflection,5.5,EY:0.5 MoS:2.1 Cap:2.1 Div:0.8,⚖️ Fair Value
Jyothy Labs,JYOTHYLAB,Jyothy Labs Ltd,27.5,3.64%,28.7,21.7,"7,806",1.65,14,9,1.96,3.06,1.76,2.58,6.4,V:4.4 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Trejhara Solutio,TREJHARA,Trejhara Solutions Ltd,42.2,2.37%,3.91,3.44,377,0.00,0,21,Zero Growth,2.01,Zero Growth+Yield,2.01,4.6,V:4.0 L:4.0 R:4.4 T:6.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Heidelberg Cem.,HEIDELBERG,HeidelbergCement India Ltd,29.8,3.36%,14.7,10.1,"3,624",4.38,12,-15,2.48,Negative Growth,1.82,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:0.5 Cap:1.6 Div:1.5,⚖️ Fair Value
Prince Pipes,PRINCEPIPE,Prince Pipes & Fittings Ltd,30.1,3.32%,6.12,4.67,"3,139",0.18,-15,-20,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.7,3.15%,12.6,9.68,"39,330",1.47,2,17,15.85,1.86,9.14,1.72,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Alicon Cast.,ALICON,Alicon Castalloy Ltd,27.3,3.66%,10.5,6.71,"1,192",0.69,-5,48,Negative Growth,0.57,Negative Growth+Yield,0.56,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Balkrishna Inds,BALKRISIND,Balkrishna Industries Ltd,33.4,2.99%,11.0,9.46,"45,592",0.68,-1,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Go Fashion (I),GOCOLORS,Go Fashion (India) Ltd,34.8,2.87%,10.8,8.52,"1,858",0.00,-10,78,Negative Growth,0.45,Negative Growth+Yield,0.45,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.5,EY:1.0 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Banaras Beads,BANARBEADS,Banaras Beads Ltd,39.6,2.53%,5.71,3.12,74.8,2.00,-11,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:0.6 Div:1.2,⚠️ Value Trap
Taneja Aerospace,TANAA,Taneja Aerospace & Aviation Ltd,40.5,2.47%,15.6,11.4,775,0.82,15,22,2.70,1.84,2.56,1.77,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Khadim India,KHADIM,Khadim India Ltd,41.5,2.41%,6.87,2.00,187,0.00,-35,16,Negative Growth,2.59,Negative Growth+Yield,2.59,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Ganges Securitie,GANGESSECU,Ganges Securities Ltd,28.7,3.48%,0.99,0.73,123,0.00,-24,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.0,EY:1.0 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
S H Kelkar & Co.,SHK,S H Kelkar & Company Ltd,,N/A,3.20,-0.74,"2,140",0.65,N/A,N/A,N/A,N/A,N/A,N/A,4.8,V:4.0 L:7.2 R:4.0 T:4.0,🔍 Discovery,2.9,EY:0.5 MoS:1.0 Cap:0.6 Div:0.8,⚠️ Value Trap
Kusumgar,KUSUMGAR,Kusumgar Ltd,50.5,1.98%,18.8,18.6,"6,348",0.00,34,37,1.49,1.36,1.49,1.36,7.4,V:6.4 L:8.8 R:8.4 T:6.0,📈 Accelerating,4.3,EY:0.5 MoS:1.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Nalwa Sons Invst,NSIL,Nalwa Sons Investments Ltd,62.6,1.60%,0.40,0.30,"2,942",0.00,-17,7,Negative Growth,8.94,Negative Growth+Yield,8.94,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Vishal Mega Mart,VMM,Vishal Mega Mart Ltd,81.5,1.23%,13.2,9.92,"53,173",0.00,39,76,2.09,1.07,2.09,1.07,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:0.5 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
C D S L,CDSL,Central Depository Services (India) Ltd,62.8,1.59%,40.4,31.3,"28,949",0.92,20,24,3.14,2.62,3.00,2.52,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Cochin Shipyard,COCHINSHIP,Cochin Shipyard Ltd,67.4,1.48%,14.3,11.2,"39,830",0.50,31,1,2.17,67.40,2.14,44.93,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Techera Enginee.,TECHERA,Techera Engineering India Ltd,125,0.80%,7.59,4.40,281,0.00,19,196,6.58,0.64,6.58,0.64,4.4,V:2.0 L:4.0 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Wires & Fabriks,507817,Wires & Fabriks (S.A) Ltd,148,0.68%,5.52,0.51,44.4,0.07,-42,-12,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
GRP,GRPLTD,GRP Ltd,89.8,1.11%,8.26,5.41,"1,058",0.18,3,73,29.93,1.23,28.24,1.23,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Bluechip Tex Ind,506981,Bluechip Tex Industries Ltd,481,0.21%,1.39,0.71,24.0,0.00,-41,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Max Financial,MFSL,Max Financial Services Ltd,"5,921",0.02%,0.05,0.00,"54,176",0.00,-89,-82,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Technvision Ven.,TECHNVISN,TechNVision Ventures Ltd,"3,051",0.03%,8.80,4.33,"3,082",0.00,53,53,57.57,57.57,57.57,57.57,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
