Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
SIL Investments,SILINV,SIL Investments Ltd,12.1,8.26%,1.87,1.43,492,0.54,12,14,1.01,0.86,0.96,0.83,6.7,V:6.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,5.7,EY:2.8 MoS:1.5 Cap:0.6 Div:0.8,⚖️ Fair Value
Systango Tech,SYSTANGO,Systango Technologies Ltd,11.3,8.85%,31.5,25.9,337,3.05,33,41,0.34,0.28,0.31,0.26,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,9.3,EY:2.8 MoS:2.5 Cap:2.5 Div:1.5,💎 Deep Value
Austin Engg Co,AUSTENG,Austin Engineering Company Ltd,12.0,8.33%,10.2,6.27,47.1,0.00,1,50,12.00,0.24,12.00,0.24,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,4.6,EY:2.8 MoS:0.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Vraj Iron,VRAJ,Vraj Iron & Steel Ltd,13.0,7.69%,10.2,7.39,414,0.00,-17,25,Negative Growth,0.52,Negative Growth+Yield,0.52,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Fractal Industries,544707,Fractal Industries Ltd,12.3,8.13%,27.6,29.7,164,0.00,N/A,99,N/A,0.12,N/A,0.12,4.5,V:4.0 L:4.0 R:4.0 T:6.0,🔍 Discovery,6.5,EY:2.8 MoS:1.0 Cap:2.5 Div:0.2,🌟 Quality Value
B & A Packaging,523186,B & A Packaging India Ltd,12.8,7.81%,11.0,8.24,99.2,0.50,-6,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.9,EY:2.8 MoS:0.2 Cap:1.1 Div:0.8,⚖️ Fair Value
HVAX Technolog.,HVAX,HVAX Technologies Ltd,13.0,7.69%,19.7,18.1,186,0.00,40,31,0.33,0.42,0.33,0.42,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Shayona Eng.,544686,Shayona Engineering Ltd,13.5,7.41%,19.7,22.1,54.5,0.00,90,125,0.15,0.11,0.15,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
WOL 3D India,WOL3D,WOL 3D India Ltd,13.9,7.19%,20.6,16.9,92.8,0.00,40,50,0.35,0.28,0.35,0.28,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Om Power Transmission,OMPOWER,Om Power Transmission Ltd,13.9,7.19%,42.7,38.2,587,0.00,86,N/A,0.16,N/A,0.16,N/A,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Eppeltone Ene.,EEPL,Eppeltone Engineers Ltd,14.0,7.14%,18.5,18.8,172,0.00,124,62,0.11,0.23,0.11,0.23,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Dollar Industrie,DOLLAR,Dollar Industries Ltd,14.0,7.14%,13.6,11.5,"1,551",1.10,22,4,0.64,3.50,0.61,2.75,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.3,EY:2.8 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Indus Towers,INDUSTOWER,Indus Towers Ltd,14.3,6.99%,19.4,18.6,"1,02,361",3.61,47,16,0.30,0.89,0.28,0.73,10.0,V:10.0 L:10.0 R:10.0 T:10.0,🚀 Inflection,8.9,EY:2.8 MoS:2.5 Cap:2.1 Div:1.5,💎 Deep Value
Guj Pipavav Port,GPPL,Gujarat Pipavav Port Ltd,14.7,6.80%,30.2,22.3,"7,799",6.45,14,17,1.05,0.86,0.72,0.63,7.9,V:6.4 L:8.8 R:6.4 T:10.0,🛡️ Mature,8.3,EY:2.8 MoS:1.5 Cap:2.5 Div:1.5,💎 Deep Value
Arex Industries,526851,Arex Industries Ltd,14.8,6.76%,7.70,5.39,44.3,2.03,32,28,0.46,0.53,0.43,0.49,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:0.6 Div:1.2,🌟 Quality Value
Crizac,CRIZAC,Crizac Ltd,18.3,5.46%,41.3,30.8,"3,267",4.29,15,53,1.22,0.35,0.95,0.32,7.5,V:6.4 L:7.2 R:6.4 T:10.0,📈 Accelerating,7.7,EY:2.2 MoS:1.5 Cap:2.5 Div:1.5,🌟 Quality Value
Ahm. Steelcraft,522273,Ahmedabad Steelcraft Ltd,15.6,6.41%,22.2,16.8,261,0.00,213,142,0.07,0.11,0.07,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Maxvolt Energy,MAXVOLT,Maxvolt Energy Industries Ltd,15.6,6.41%,27.1,28.2,381,0.00,343,N/A,0.05,N/A,0.05,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Oriental Rail,ORIRAIL,Oriental Rail Infrastructure Ltd,68.0,1.47%,5.83,3.87,832,0.08,75,3,0.91,22.67,0.91,22.08,7.1,V:8.4 L:5.6 R:8.4 T:6.0,🚀 Inflection,3.7,EY:0.5 MoS:2.1 Cap:0.6 Div:0.5,⚠️ Value Trap
Beekay Steel Ind,BEEKAY,Beekay Steel Industries Ltd,17.9,5.59%,4.33,1.55,812,0.23,-46,-27,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.5,EY:2.2 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Cantabil Retail,CANTABIL,Cantabil Retail India Ltd,20.6,4.85%,19.4,22.1,"2,009",0.62,13,58,1.58,0.36,1.51,0.35,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,5.5,EY:1.6 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Prevest Denpro,543363,Prevest Denpro Ltd,21.6,4.63%,24.9,18.5,489,0.25,11,24,1.96,0.90,1.92,0.89,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature,5.2,EY:1.6 MoS:1.0 Cap:2.1 Div:0.5,⚖️ Fair Value
Axtel Industries,AXTEL,Axtel Industries Ltd,22.8,4.39%,30.0,20.5,711,2.73,15,4,1.52,5.70,1.29,3.39,5.6,V:4.4 L:5.6 R:6.4 T:6.0,🛡️ Mature,6.3,EY:1.6 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Bright Brothers,BRIGHTBR,Bright Brothers Ltd,17.5,5.71%,12.8,9.56,145,0.98,57,6,0.31,2.92,0.30,2.51,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.2 MoS:2.5 Cap:1.6 Div:0.8,🌟 Quality Value
Bombay Cycle,501430,Bombay Cycle & Motor Agency Ltd,25.7,3.89%,9.19,7.02,64.0,0.31,0,6,Zero Growth,4.28,82.90,4.07,4.6,V:4.0 L:4.0 R:4.4 T:6.0,🔍 Discovery,3.6,EY:1.0 MoS:1.0 Cap:1.1 Div:0.5,⚠️ Value Trap
Sanjiv.Parant.,531569,Sanjivani Paranteral Ltd,29.6,3.38%,19.6,16.2,222,0.28,16,38,1.85,0.78,1.82,0.77,5.7,V:4.4 L:4.0 R:8.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:1.0 Cap:2.1 Div:0.5,⚖️ Fair Value
M.V.K. Agro,MVKAGRO,M.V.K. Agro Food Product Ltd,121,0.83%,6.36,5.07,"1,514",0.00,48,53,2.52,2.28,2.52,2.28,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Wonderla Holiday,WONDERLA,Wonderla Holidays Ltd,31.3,3.19%,6.20,4.60,"3,306",0.38,-17,29,Negative Growth,1.08,Negative Growth+Yield,1.07,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,30.2,3.31%,13.6,11.1,319,0.20,-3,11,Negative Growth,2.75,Negative Growth+Yield,2.70,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Auro Labs.,530233,Auro Laboratories Ltd,33.0,3.03%,9.52,8.49,158,0.00,16,-12,2.06,Negative Growth,2.06,Negative Growth+Yield,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Bizotic Commer.,543926,Bizotic Commercial Ltd,34.1,2.93%,26.8,20.5,611,0.00,88,121,0.39,0.28,0.39,0.28,8.1,V:10.0 L:5.6 R:8.4 T:8.4,🚀 Inflection,6.2,EY:1.0 MoS:2.5 Cap:2.5 Div:0.2,⚖️ Fair Value
Pacific Inds,PACIFICI,Pacific Industries Ltd,33.4,2.99%,2.30,1.03,96.5,0.00,24,-26,1.39,Negative Growth,1.39,Negative Growth+Yield,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,3.3,EY:1.0 MoS:1.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Platinumone Bus.,543352,Platinumone Business Services Ltd,35.4,2.82%,13.4,3.83,24.4,3.89,-33,-9,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:1.0 MoS:0.2 Cap:1.6 Div:1.5,⚠️ Value Trap
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,145,0.69%,5.39,1.93,225,0.00,-41,6,Negative Growth,24.17,Negative Growth+Yield,24.17,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Trident Techlabs,TECHLABS,Trident Techlabs Ltd,17.9,5.59%,23.7,19.8,225,0.77,39,109,0.46,0.16,0.45,0.16,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.6,EY:2.2 MoS:2.5 Cap:2.1 Div:0.8,🌟 Quality Value
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.5,2.67%,23.0,19.3,"14,368",1.58,2,11,18.75,3.41,10.47,2.98,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
All Time Plastic,ALLTIME,All Time Plastics Ltd,38.0,2.63%,11.6,9.01,"1,449",0.00,11,10,3.45,3.80,3.45,3.80,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Safari Inds.,SAFARI,Safari Industries (India) Ltd,66.4,1.51%,15.6,12.7,"7,569",0.26,1,51,66.40,1.30,52.70,1.30,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,3.1,EY:0.5 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Blue Star,BLUESTARCO,Blue Star Ltd,89.1,1.12%,17.4,14.0,"32,035",0.55,19,59,4.69,1.51,4.56,1.50,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Timken India,TIMKEN,Timken India Ltd,60.7,1.65%,18.3,13.7,"24,840",0.08,1,23,60.70,2.64,56.20,2.63,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.6,EY:0.5 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Duroply Indust.,516003,Duroply Industries Ltd,89.2,1.12%,7.73,2.09,120,0.00,-16,18,Negative Growth,4.96,Negative Growth+Yield,4.96,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,194,0.52%,2.89,1.50,211,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Juniper Green,JNPR,Juniper Green Energy Ltd,,N/A,3.25,-0.58,"15,098",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.2,V:4.0 L:8.8 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
