Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Jindal Stain.,JSL,Jindal Stainless Ltd,22.6,4.42%,18.0,15.1,"60,474",0.55,10,48,2.26,0.47,2.14,0.47,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,5.0,EY:1.6 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
Suryaamba Spinni,533101,Suryaamba Spinning Mills Ltd,19.0,5.26%,8.20,4.77,36.4,0.81,-27,-6,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.2 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
HCL Technologies,HCLTECH,HCL Technologies Ltd,19.4,5.15%,53.4,40.6,"3,52,074",4.16,3,8,6.47,2.42,2.71,1.60,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Man Infra,MANINFRA,Man Infraconstruction Ltd,27.9,3.58%,10.7,7.96,"4,280",0.85,-3,10,Negative Growth,2.79,Negative Growth+Yield,2.57,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Punjab Chemicals,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,21.4,4.67%,17.5,15.2,"1,394",0.26,1,5,21.40,4.28,16.98,4.07,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,4.2,EY:1.6 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
HDB FINANC SER,HDBFS,HDB Financial Services Ltd,21.0,4.76%,9.09,13.9,"57,953",0.57,9,45,2.33,0.47,2.19,0.46,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.5,EY:1.6 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Wakefit Innovati,WAKEFIT,Wakefit Innovations Ltd,22.2,4.50%,11.2,23.6,"4,357",0.00,49,45,0.45,0.49,0.45,0.49,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,6.4,EY:1.6 MoS:2.5 Cap:2.1 Div:0.2,⚖️ Fair Value
Eldeco Housing,ELDEHSG,Eldeco Housing & Industries Ltd,18.7,5.35%,11.2,9.00,805,1.10,-4,-9,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.2 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Sundaram Finance,SUNDARMFIN,Sundaram Finance Ltd,25.9,3.86%,9.72,15.9,"51,311",0.87,20,19,1.29,1.36,1.24,1.30,8.3,V:6.4 L:10.0 R:8.4 T:8.4,📈 Accelerating,4.9,EY:1.0 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Chandan Healthca,CHANDAN,Chandan Healthcare Ltd,22.6,4.42%,22.8,19.0,602,0.00,89,102,0.25,0.22,0.25,0.22,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,6.4,EY:1.6 MoS:2.5 Cap:2.1 Div:0.2,⚖️ Fair Value
Mphasis,MPHASIS,Mphasis Ltd,29.2,3.42%,28.2,22.3,"46,421",2.55,0,5,Zero Growth,5.84,11.45,3.87,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
RNFI Services,RNFI,RNFI Services Ltd,35.4,2.82%,20.4,16.1,685,0.00,47,23,0.75,1.54,0.75,1.54,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.1 Cap:2.1 Div:0.2,⚖️ Fair Value
Novus Loyalty,544735,Novus Loyalty Ltd,24.7,4.05%,33.4,25.1,229,0.00,156,N/A,0.16,N/A,0.16,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Bombay Cycle,501430,Bombay Cycle & Motor Agency Ltd,25.5,3.92%,9.19,7.02,63.4,0.32,0,6,Zero Growth,4.25,79.69,4.03,4.6,V:4.0 L:4.0 R:4.4 T:6.0,🔍 Discovery,3.6,EY:1.0 MoS:1.0 Cap:1.1 Div:0.5,⚠️ Value Trap
Globus Spirits,GLOBUSSPR,Globus Spirits Ltd,27.2,3.68%,11.5,9.08,"2,829",0.31,-8,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.8,EY:1.0 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Pfizer,PFIZER,Pfizer Ltd,28.6,3.50%,24.1,18.0,"21,960",1.56,8,9,3.58,3.18,2.99,2.71,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Solitaire Mach.,522152,Solitaire Machine Tools Ltd,29.8,3.36%,8.26,6.90,46.5,1.46,-4,-1,Negative Growth,Negative Growth,Negative Growth+Yield,64.78,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Dalmia BharatLtd,DALBHARAT,Dalmia Bharat Ltd,257,0.39%,2.07,1.75,"34,387",0.49,-11,42,Negative Growth,6.12,Negative Growth+Yield,6.05,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
AB Cotspin,ABCOTS,AB Cotspin India Ltd,33.7,2.97%,9.96,10.0,477,0.00,90,28,0.37,1.20,0.37,1.20,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,4.8,EY:1.0 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Go Fashion (I),GOCOLORS,Go Fashion (India) Ltd,34.2,2.92%,10.6,8.53,"1,827",0.00,-10,78,Negative Growth,0.44,Negative Growth+Yield,0.44,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.5,EY:1.0 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,142,0.70%,5.39,1.93,220,0.00,-41,6,Negative Growth,23.67,Negative Growth+Yield,23.67,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Jindal Steel,JINDALSTEL,Jindal Steel Ltd,32.3,3.10%,10.8,8.12,"1,12,222",0.18,15,-11,2.15,Negative Growth,2.13,Negative Growth+Yield,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
CRISIL,CRISIL,CRISIL Ltd,57.0,1.75%,31.9,29.5,"32,504",0.56,16,28,3.56,2.04,3.44,2.00,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Bannari Amm.Sug.,BANARISUG,Bannari Amman Sugars Ltd,36.8,2.72%,9.32,8.01,"4,484",0.35,1,11,36.80,3.35,27.26,3.24,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
High Energy Bat.,504176,High Energy Batteries (India) Ltd,37.5,2.67%,20.4,15.4,514,0.52,-9,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,4.1,EY:1.0 MoS:0.2 Cap:2.1 Div:0.8,⚠️ Value Trap
DLF,DLF,DLF Ltd,45.6,2.19%,13.7,11.5,"1,64,060",1.20,15,27,3.04,1.69,2.81,1.62,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Banaras Beads,BANARBEADS,Banaras Beads Ltd,39.0,2.56%,5.71,3.12,73.8,1.98,-11,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:0.6 Div:1.2,⚠️ Value Trap
IRIS Regtech Solutions,IRIS,IRIS Regtech Solutions Ltd,39.9,2.51%,10.2,81.9,516,0.00,214,89,0.19,0.45,0.19,0.45,8.1,V:10.0 L:5.6 R:8.4 T:8.4,🚀 Inflection,6.2,EY:1.0 MoS:2.5 Cap:2.5 Div:0.2,⚖️ Fair Value
Ganges Securitie,GANGESSECU,Ganges Securities Ltd,27.8,3.60%,0.99,0.73,119,0.00,-24,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.0,EY:1.0 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Taneja Aerospace,TANAA,Taneja Aerospace & Aviation Ltd,41.7,2.40%,15.6,11.4,796,0.80,15,22,2.78,1.90,2.64,1.83,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Hindprakash Indu,HPIL,Hindprakash Industries Ltd,42.4,2.36%,8.50,5.18,149,0.00,4,3,10.60,14.13,10.60,14.13,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Marble City,531281,Marble City India Ltd,83.9,1.19%,11.3,6.65,320,0.00,77,156,1.09,0.54,1.09,0.54,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,3.3,EY:0.5 MoS:1.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Havells India,HAVELLS,Havells India Ltd,48.4,2.07%,25.1,19.2,"81,501",0.77,17,11,2.85,4.40,2.72,4.11,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Britannia Inds.,BRITANNIA,Britannia Industries Ltd,50.0,2.00%,61.4,60.1,"1,31,929",1.65,9,8,5.56,6.25,4.69,5.18,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.7,EY:0.5 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Nalwa Sons Invst,NSIL,Nalwa Sons Investments Ltd,61.5,1.63%,0.40,0.30,"2,893",0.00,-17,7,Negative Growth,8.79,Negative Growth+Yield,8.79,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
ITCONS E-Soluti.,543806,ITCONS E-Solutions Ltd,52.6,1.90%,13.1,10.8,277,0.05,45,131,1.17,0.40,1.17,0.40,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Mah. Scooters,MAHSCOOTER,Maharashtra Scooters Ltd,54.1,1.85%,1.06,1.06,"15,075",1.66,17,104,3.18,0.52,2.90,0.51,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,2.8,EY:0.5 MoS:0.5 Cap:0.6 Div:1.2,⚠️ Value Trap
Salona Cotspin,SALONA,Salona Cotspin Ltd,62.7,1.59%,8.33,1.88,144,0.37,-55,-24,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Aveer Foods,543737,Aveer Foods Ltd,66.0,1.52%,15.1,10.1,261,0.04,57,80,1.16,0.82,1.16,0.82,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Cochin Shipyard,COCHINSHIP,Cochin Shipyard Ltd,66.1,1.51%,14.3,11.2,"39,067",0.51,31,1,2.13,66.10,2.10,43.77,7.0,V:2.0 L:10.0 R:10.0 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Wendt India,WENDT,Wendt India Ltd,62.7,1.59%,11.9,7.97,"1,619",0.37,-23,7,Negative Growth,8.96,Negative Growth+Yield,8.51,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Avi Ansh,AVIANSH,Avi Ansh Textile Ltd,114,0.88%,5.14,3.02,148,0.00,61,14,1.87,8.14,1.87,8.14,5.0,V:4.4 L:4.0 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Pine Labs,PINELABS,Pine Labs Ltd,111,0.90%,5.21,3.60,"18,502",0.00,66,35,1.68,3.17,1.68,3.17,6.2,V:4.4 L:8.8 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
GRP,GRPLTD,GRP Ltd,90.9,1.10%,8.26,5.41,"1,071",0.17,3,73,30.30,1.25,28.68,1.24,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
B & A,BNALTD,B & A Ltd,,N/A,-0.44,-11.0,117,0.00,N/A,N/A,N/A,N/A,N/A,N/A,4.0,V:4.0 L:4.0 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Cohance Life,COHANCE,Cohance Lifesciences Ltd,91.1,1.10%,10.4,7.36,"17,418",0.00,-16,-4,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,2.0,EY:0.5 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,188,0.53%,2.89,1.50,205,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Bhudevi Infra,526488,Bhudevi Infra Projects Ltd,210,0.48%,1.12,11.3,83.9,0.00,-28,25,Negative Growth,8.40,Negative Growth+Yield,8.40,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,2.0,EY:0.5 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Bombay Oxygen,509470,Bombay Oxygen Investments Ltd,284,0.35%,-0.81,-0.68,298,0.13,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.6,EY:0.5 MoS:1.0 Cap:0.6 Div:0.5,⚠️ Value Trap
