Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Mahanagar Gas,MGL,Mahanagar Gas Ltd,15.5,6.45%,17.1,12.3,"11,150",2.66,-1,4,Negative Growth,3.88,9.34,2.33,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,5.2,EY:2.2 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
L G Balakrishnan,LGBBROSLTD,L G Balakrishnan & Bros Ltd,16.7,5.99%,19.9,15.2,"5,107",1.37,9,17,1.86,0.98,1.61,0.91,6.4,V:4.4 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.1,EY:2.2 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Connplex Cinemas,CONNPLEX,Connplex Cinemas Ltd,16.1,6.21%,43.6,32.8,420,0.00,151,N/A,0.11,N/A,0.11,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.4,EY:2.2 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
G G Automotive,531399,G G Automotive Gears Ltd,16.8,5.95%,20.4,21.2,161,0.00,79,46,0.21,0.37,0.21,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Sonata Software,SONATSOFTW,Sonata Software Ltd,27.0,3.70%,42.7,36.9,"8,681",2.56,11,11,2.45,2.45,1.99,1.99,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.2,EY:1.0 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
EID Parry,EIDPARRY,EID Parry (India) Ltd,,N/A,4.44,-0.36,"14,046",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.2,V:4.0 L:8.8 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Castrol India,CASTROLIND,Castrol India Ltd,17.3,5.78%,60.3,45.9,"18,690",4.64,6,10,2.88,1.73,1.63,1.18,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Flywings Simula.,FWSTC,Flywings Simulator Training Centre Ltd,17.6,5.68%,20.1,17.4,196,0.00,39,N/A,0.45,N/A,0.45,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Kotak Mah. Bank,KOTAKBANK,Kotak Mahindra Bank Ltd,26.3,3.80%,6.28,11.1,"3,90,339",0.17,9,15,2.92,1.75,2.87,1.73,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Bengal Tea & Fab,BENGALTEA,Bengal Tea & Fabrics Ltd,19.7,5.08%,4.76,2.32,131,1.03,69,6,0.29,3.28,0.28,2.80,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,6.1,EY:2.2 MoS:2.5 Cap:0.6 Div:0.8,⚖️ Fair Value
HCL Technologies,HCLTECH,HCL Technologies Ltd,19.7,5.08%,53.4,40.6,"3,58,330",4.09,3,8,6.57,2.46,2.78,1.63,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Alembic Pharma,APLLTD,Alembic Pharmaceuticals Ltd,20.4,4.90%,12.3,12.9,"16,107",1.47,26,-9,0.78,Negative Growth,0.74,Negative Growth+Yield,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.1,EY:1.6 MoS:2.1 Cap:1.6 Div:0.8,⚖️ Fair Value
MRF,MRF,MRF Ltd,23.7,4.22%,16.4,12.4,"56,689",0.18,52,14,0.46,1.69,0.45,1.67,9.6,V:10.0 L:10.0 R:8.4 T:10.0,🚀 Inflection,6.2,EY:1.6 MoS:2.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Hexaware Tech.,HEXT,Hexaware Technologies Ltd,40.6,2.46%,33.5,26.6,"33,566",2.09,7,10,5.80,4.06,4.47,3.36,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.7,EY:0.5 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Juniper Hotels,JUNIPER,Juniper Hotels Ltd,23.4,4.27%,8.16,6.33,"4,405",0.00,99,23,0.24,1.02,0.24,1.02,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,5.4,EY:1.6 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Mphasis,MPHASIS,Mphasis Ltd,29.0,3.45%,28.2,22.3,"46,145",2.56,0,5,Zero Growth,5.80,11.33,3.84,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Escorts Kubota,ESCORTS,Escorts Kubota Ltd,23.9,4.18%,14.1,19.5,"34,363",1.08,48,21,0.50,1.14,0.49,1.08,10.0,V:10.0 L:10.0 R:10.0 T:10.0,🚀 Inflection,7.0,EY:1.6 MoS:2.5 Cap:2.1 Div:0.8,🌟 Quality Value
Firstsour.Solu.,FSL,Firstsource Solutions Ltd,32.8,3.05%,21.1,20.8,"19,309",2.01,27,7,1.21,4.69,1.13,3.64,8.4,V:6.4 L:8.8 R:10.0 T:8.4,📈 Accelerating,5.8,EY:1.0 MoS:1.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Cyient,CYIENT,Cyient Ltd,22.6,4.42%,16.6,7.96,"9,956",1.79,-5,1,Negative Growth,22.60,Negative Growth+Yield,8.10,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,4.6,EY:1.6 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
RNFI Services,RNFI,RNFI Services Ltd,36.1,2.77%,20.4,16.1,697,0.00,47,23,0.77,1.57,0.77,1.57,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.1 Cap:2.1 Div:0.2,⚖️ Fair Value
T.V. Today Netw.,TVTODAY,T.V. Today Network Ltd,25.4,3.94%,4.43,2.03,700,2.56,-42,-33,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:0.6 Div:1.2,⚠️ Value Trap
Polson,507645,Polson Ltd,27.2,3.68%,6.10,3.68,139,0.00,6,-11,4.53,Negative Growth,4.53,Negative Growth+Yield,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,2.3,EY:1.0 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
L&T Technology,LTTS,L&T Technology Services Ltd,30.0,3.33%,26.8,21.6,"37,663",1.64,4,14,7.50,2.14,5.32,1.92,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,5.2,EY:1.0 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Infinium Pharma,INFINIUM,Infinium Pharmachem Ltd,35.0,2.86%,11.8,9.05,351,0.00,3,30,11.67,1.17,11.67,1.17,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Wonderla Holiday,WONDERLA,Wonderla Holidays Ltd,29.1,3.44%,6.20,4.60,"3,076",0.42,-17,29,Negative Growth,1.00,Negative Growth+Yield,0.99,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Vidhi Specialty,VIDHIING,Vidhi Specialty Food Ingredients Ltd,29.2,3.42%,18.8,15.6,"1,567",0.96,9,6,3.24,4.87,2.93,4.20,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.4,EY:1.0 MoS:0.5 Cap:2.1 Div:0.8,⚠️ Value Trap
Pfizer,PFIZER,Pfizer Ltd,29.3,3.41%,24.1,18.0,"22,501",1.52,8,9,3.66,3.26,3.08,2.79,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Heidelberg Cem.,HEIDELBERG,HeidelbergCement India Ltd,29.3,3.41%,14.7,10.1,"3,565",4.44,12,-15,2.44,Negative Growth,1.78,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:0.5 Cap:1.6 Div:1.5,⚖️ Fair Value
Shivalik Rasayan,SHIVALIK,Shivalik Rasayan Ltd,42.2,2.37%,3.32,2.04,405,0.20,-19,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Deepak Nitrite,DEEPAKNTR,Deepak Nitrite Ltd,104,0.96%,7.36,6.14,"24,101",0.42,-25,-11,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Z F Steering,ZFSTEERING,Z F Steering Gear (India) Ltd,16.1,6.21%,10.3,6.35,625,0.00,8,30,2.01,0.54,2.01,0.54,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,4.0,EY:2.2 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Dalmia BharatLtd,DALBHARAT,Dalmia Bharat Ltd,263,0.38%,2.07,1.75,"35,121",0.48,-11,42,Negative Growth,6.26,Negative Growth+Yield,6.19,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
EMS,EMSLIMITED,EMS Ltd,33.2,3.01%,12.7,8.85,"2,193",0.38,-5,5,Negative Growth,6.64,Negative Growth+Yield,6.17,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Chalet Hotels,CHALET,Chalet Hotels Ltd,33.4,2.99%,17.8,19.5,"18,536",0.12,60,51,0.56,0.65,0.56,0.65,8.9,V:10.0 L:8.8 R:8.4 T:8.4,🚀 Inflection,6.1,EY:1.0 MoS:2.5 Cap:2.1 Div:0.5,⚖️ Fair Value
Jindal Steel,JINDALSTEL,Jindal Steel Ltd,32.7,3.06%,10.8,8.12,"1,13,484",0.18,15,-11,2.18,Negative Growth,2.15,Negative Growth+Yield,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
CRISIL,CRISIL,CRISIL Ltd,57.6,1.74%,31.9,29.5,"32,869",0.56,16,28,3.60,2.06,3.48,2.02,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Bannari Amm.Sug.,BANARISUG,Bannari Amman Sugars Ltd,37.3,2.68%,9.32,8.01,"4,539",0.35,1,11,37.30,3.39,27.63,3.29,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,3.1,EY:1.0 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Viceroy Hotels,VHLTD,Viceroy Hotels Ltd,40.3,2.48%,7.27,7.13,896,0.00,56,25,0.72,1.61,0.72,1.61,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.4,EY:0.5 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Ganges Securitie,GANGESSECU,Ganges Securities Ltd,27.1,3.69%,0.99,0.73,116,0.00,-24,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.0,EY:1.0 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Hindprakash Indu,HPIL,Hindprakash Industries Ltd,42.8,2.34%,8.50,5.18,150,0.00,4,3,10.70,14.27,10.70,14.27,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Marble City,531281,Marble City India Ltd,81.8,1.22%,11.3,6.65,312,0.00,77,156,1.06,0.52,1.06,0.52,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,3.3,EY:0.5 MoS:1.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Supreme Inds.,SUPREMEIND,Supreme Industries Ltd,48.7,2.05%,22.6,17.1,"45,822",1.00,6,2,8.12,24.35,6.96,16.23,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.9,EY:0.5 MoS:0.5 Cap:2.1 Div:0.8,⚠️ Value Trap
Bharat Electron,BEL,Bharat Electronics Ltd,48.8,2.05%,37.0,27.8,"2,98,823",0.61,26,24,1.88,2.03,1.83,1.98,7.6,V:4.4 L:10.0 R:10.0 T:6.0,🛡️ Mature,4.8,EY:0.5 MoS:1.0 Cap:2.5 Div:0.8,⚖️ Fair Value
Hatsun Agro,HATSUN,Hatsun Agro Product Ltd,56.6,1.77%,15.3,19.4,"20,662",1.07,30,8,1.89,7.08,1.82,6.24,7.6,V:4.4 L:10.0 R:10.0 T:6.0,🛡️ Mature,4.4,EY:0.5 MoS:1.0 Cap:2.1 Div:0.8,⚠️ Value Trap
Permanent Magnet,PERMAGN,Permanent Magnets Ltd,37.0,2.70%,17.8,13.9,757,0.25,-10,6,Negative Growth,6.17,Negative Growth+Yield,5.92,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Gopal Snacks,GOPAL,Gopal Snacks Ltd,65.4,1.53%,12.1,10.1,"3,596",0.35,-27,16,Negative Growth,4.09,Negative Growth+Yield,4.00,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Aveer Foods,543737,Aveer Foods Ltd,66.0,1.52%,15.1,10.1,261,0.04,57,80,1.16,0.82,1.16,0.82,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Kiran Vyapar,KIRANVYPAR,Kiran Vyapar Ltd,50.8,1.97%,2.70,0.93,546,0.50,-22,-32,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,2.1,EY:0.5 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Guj Apollo Inds,GUJAPOLLO,Gujarat Apollo Industries Ltd,197,0.51%,0.65,0.84,480,0.55,-4,6,Negative Growth,32.83,Negative Growth+Yield,30.08,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,2.1,EY:0.5 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Avi Ansh,AVIANSH,Avi Ansh Textile Ltd,115,0.87%,5.14,3.02,150,0.00,61,14,1.89,8.21,1.89,8.21,5.0,V:4.4 L:4.0 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Pine Labs,PINELABS,Pine Labs Ltd,109,0.92%,5.21,3.60,"18,178",0.00,66,35,1.65,3.11,1.65,3.11,6.2,V:4.4 L:8.8 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
