Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Shayona Eng.,544686,Shayona Engineering Ltd,13.5,7.41%,19.7,22.1,54.5,0.00,90,125,0.15,0.11,0.15,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Viviana Power,VIVIANA,Viviana Power Tech Ltd,13.8,7.25%,50.7,57.2,760,0.00,155,119,0.09,0.12,0.09,0.12,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Adisoft Technol.,ADISOFT,Adisoft Technologies Ltd,14.1,7.09%,38.3,37.9,321,0.00,55,N/A,0.26,N/A,0.26,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Revathi Equip,RVTH,Revathi Equipment India Ltd,16.2,6.17%,14.4,10.2,220,0.00,1,3,16.20,5.40,16.20,5.40,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,4.5,EY:2.2 MoS:0.5 Cap:1.6 Div:0.2,⚖️ Fair Value
R Systems Intl.,RSYSTEMS,R Systems International Ltd,12.8,7.81%,32.5,34.5,"3,008",2.36,23,24,0.56,0.53,0.50,0.49,8.9,V:10.0 L:7.2 R:8.4 T:10.0,📈 Accelerating,9.0,EY:2.8 MoS:2.5 Cap:2.5 Div:1.2,💎 Deep Value
Infosys,INFY,Infosys Ltd,14.9,6.71%,45.6,35.7,"4,63,440",4.21,9,11,1.66,1.35,1.13,0.98,6.7,V:4.4 L:10.0 R:6.4 T:6.0,🛡️ Mature,7.8,EY:2.8 MoS:1.0 Cap:2.5 Div:1.5,🌟 Quality Value
Arex Industries,526851,Arex Industries Ltd,15.0,6.67%,7.70,5.39,45.1,2.00,32,28,0.47,0.54,0.44,0.50,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:0.6 Div:1.2,🌟 Quality Value
Simran Farms,519566,Simran Farms Ltd,15.6,6.41%,13.8,10.2,78.7,0.00,16,-17,0.97,Negative Growth,0.97,Negative Growth+Yield,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,6.1,EY:2.2 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Felix Industries,FELIX,Felix Industries Ltd,14.6,6.85%,22.3,16.7,326,0.00,157,104,0.09,0.14,0.09,0.14,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Shubhshree Bio.,SHUBHSHREE,Shubhshree Biofuels Energy Ltd,21.3,4.69%,28.0,24.8,182,0.00,52,236,0.41,0.09,0.41,0.09,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Bambino Agro Ind,519295,Bambino Agro Industries Ltd,17.7,5.65%,12.3,9.48,174,0.74,3,9,5.90,1.97,4.73,1.82,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Flywings Simula.,FWSTC,Flywings Simulator Training Centre Ltd,18.0,5.56%,20.1,17.4,200,0.00,39,N/A,0.46,N/A,0.46,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Creative Graphic,CGRAPHICS,Creative Graphics Solutions India Ltd,26.8,3.73%,14.0,12.6,358,0.00,16,42,1.68,0.64,1.68,0.64,5.7,V:4.4 L:4.0 R:8.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Kirl. Ferrous,KIRLFER,Kirloskar Ferrous Industries Ltd,19.4,5.15%,13.4,14.5,"7,583",1.30,6,12,3.23,1.62,2.66,1.46,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
EIH Assoc.Hotels,EIHAHOTELS,EIH Associated Hotels Ltd,20.9,4.78%,21.2,15.8,"1,878",1.14,12,44,1.74,0.47,1.59,0.46,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,5.5,EY:1.6 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Thomas Cook (I),THOMASCOOK,Thomas Cook (India) Ltd,40.1,2.49%,9.71,5.57,"4,995",0.47,306,59,0.13,0.68,0.13,0.67,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection,4.6,EY:0.5 MoS:2.5 Cap:1.1 Div:0.5,⚖️ Fair Value
Mallcom (India),MALLCOM,Mallcom (India) Ltd,23.4,4.27%,12.2,10.5,653,0.29,-5,6,Negative Growth,3.90,Negative Growth+Yield,3.72,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.9,EY:1.6 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Mphasis,MPHASIS,Mphasis Ltd,29.8,3.36%,28.2,22.3,"47,333",2.50,0,5,Zero Growth,5.96,11.92,3.97,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Control Print,CONTROLPR,Control Print Ltd,13.6,7.35%,22.6,15.8,969,1.66,13,19,1.05,0.72,0.93,0.66,7.1,V:6.4 L:5.6 R:6.4 T:10.0,🛡️ Mature,7.6,EY:2.8 MoS:1.5 Cap:2.1 Div:1.2,🌟 Quality Value
Vibhor Steel,VSTL,Vibhor Steel Tubes Ltd,25.8,3.88%,7.92,5.05,217,0.00,-23,28,Negative Growth,0.92,Negative Growth+Yield,0.92,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.0,EY:1.0 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Samrat Forgings,543229,Samrat Forgings Ltd,26.4,3.79%,10.6,11.2,121,0.00,-3,14,Negative Growth,1.89,Negative Growth+Yield,1.89,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.5,EY:1.0 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
BASF India,BASF,BASF India Ltd,26.6,3.76%,14.5,10.7,"16,504",0.66,2,7,13.30,3.80,10.00,3.47,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Polson,507645,Polson Ltd,26.8,3.73%,6.10,3.68,137,0.00,6,-11,4.47,Negative Growth,4.47,Negative Growth+Yield,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,2.3,EY:1.0 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Globus Spirits,GLOBUSSPR,Globus Spirits Ltd,27.5,3.64%,11.5,9.03,"2,855",0.30,-8,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.8,EY:1.0 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Inflame Applian.,541083,Inflame Appliances Ltd,30.1,3.32%,12.3,9.79,173,0.00,8,30,3.76,1.00,3.76,1.00,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.3,3.19%,12.6,9.68,"38,880",1.49,2,17,15.65,1.84,8.97,1.69,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
EMS,EMSLIMITED,EMS Ltd,32.5,3.08%,12.7,8.85,"2,151",0.39,-5,5,Negative Growth,6.50,Negative Growth+Yield,6.03,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Auro Labs.,530233,Auro Laboratories Ltd,31.6,3.16%,9.52,8.49,151,0.00,16,-12,1.98,Negative Growth,1.98,Negative Growth+Yield,5.7,V:4.4 L:4.0 R:8.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:1.0 Cap:1.1 Div:0.2,⚠️ Value Trap
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,30.0,3.33%,13.6,11.1,318,0.20,-3,11,Negative Growth,2.73,Negative Growth+Yield,2.68,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,143,0.70%,5.39,1.93,222,0.00,-41,6,Negative Growth,23.83,Negative Growth+Yield,23.83,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.6,2.66%,23.0,19.3,"14,409",1.58,2,11,18.80,3.42,10.50,2.99,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
KFin Technolog.,KFINTECH,KFin Technologies Ltd,44.4,2.25%,30.6,23.3,"15,896",1.29,22,49,2.02,0.91,1.91,0.88,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Premco Global,PREMCO,Premco Global Ltd,11.3,8.85%,12.8,12.5,125,2.08,4,26,2.83,0.43,1.86,0.40,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,6.1,EY:2.8 MoS:0.5 Cap:1.6 Div:1.2,⚖️ Fair Value
Arvind Fashions.,ARVINDFASN,Arvind Fashions Ltd,443,0.23%,1.35,0.20,"6,168",0.35,-22,19,Negative Growth,23.32,Negative Growth+Yield,22.89,3.7,V:0.8 L:8.8 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
ITCONS E-Soluti.,543806,ITCONS E-Solutions Ltd,51.3,1.95%,13.1,10.8,270,0.05,45,131,1.14,0.39,1.14,0.39,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Yatra Online,YATRA,Yatra Online Ltd,51.9,1.93%,6.08,5.39,"1,789",0.00,145,18,0.36,2.88,0.36,2.88,7.9,V:10.0 L:7.2 R:8.4 T:6.0,🚀 Inflection,3.8,EY:0.5 MoS:2.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Binayaka Tex Pr,523054,Binayaka Tex Processors Ltd,62.2,1.61%,6.24,2.55,137,0.00,-22,-11,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Nirav Commercial,512425,Nirav Commercials Ltd,78.6,1.27%,0.76,0.16,28.3,0.00,-57,-65,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Radix Industries,531412,Radix Industries (India) Ltd,79.1,1.26%,19.6,14.5,233,0.32,28,18,2.82,4.39,2.79,4.32,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,3.6,EY:0.5 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Pine Labs,PINELABS,Pine Labs Ltd,112,0.89%,4.36,2.96,"18,734",0.00,66,35,1.70,3.20,1.70,3.20,6.2,V:4.4 L:8.8 R:8.4 T:3.2,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
