Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Rama Phosphates,RAMAPHO,Rama Phosphates Ltd,8.45,11.83%,15.4,13.2,454,0.59,9,4,0.94,2.11,0.88,1.84,7.2,V:8.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,8.0,EY:3.5 MoS:2.1 Cap:1.6 Div:0.8,💎 Deep Value
Monarch Surve.,544453,Monarch Surveyors and Engineering Consultants Ltd,8.57,11.67%,28.5,21.9,319,0.71,63,N/A,0.14,N/A,0.13,N/A,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,9.3,EY:3.5 MoS:2.5 Cap:2.5 Div:0.8,💎 Deep Value
G R Infraproject,GRINFRA,G R Infraprojects Ltd,11.1,9.01%,11.8,7.25,"8,758",0.28,-10,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,4.6,EY:2.8 MoS:0.2 Cap:1.1 Div:0.5,⚖️ Fair Value
J Kumar Infra,JKIL,J Kumar Infraprojects Ltd,9.74,10.27%,18.3,12.3,"3,778",0.80,13,44,0.75,0.22,0.71,0.22,8.0,V:8.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,8.5,EY:3.5 MoS:2.1 Cap:2.1 Div:0.8,💎 Deep Value
Charter. Capital,511696,Chartered Capital & Investment Ltd,10.0,10.00%,2.35,1.60,82.8,0.00,102,43,0.10,0.23,0.10,0.23,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:3.5 MoS:2.5 Cap:0.6 Div:0.2,🌟 Quality Value
Maithan Alloys,MAITHANALL,Maithan Alloys Ltd,10.4,9.62%,14.0,11.0,"2,925",1.69,-1,14,Negative Growth,0.74,15.07,0.66,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,5.8,EY:2.8 MoS:0.2 Cap:1.6 Div:1.2,⚖️ Fair Value
Alpex Solar,ALPEXSOLAR,Alpex Solar Ltd,11.1,9.01%,43.8,52.4,"2,235",0.00,279,138,0.04,0.08,0.04,0.08,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Vedanta Aluminium Metal,VAML,Vedanta Aluminium Metal Ltd,55.7,1.80%,N/A,N/A,"1,80,955",1.73,N/A,N/A,N/A,N/A,N/A,N/A,6.0,V:4.0 L:10.0 R:4.0 T:6.0,🔍 Discovery,3.7,EY:0.5 MoS:1.0 Cap:1.0 Div:1.2,⚠️ Value Trap
EP Biocomposites,543595,EP Biocomposites Ltd,11.9,8.40%,16.3,12.9,17.4,0.00,36,32,0.33,0.37,0.33,0.37,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.1,EY:2.8 MoS:2.5 Cap:1.6 Div:0.2,🌟 Quality Value
Veedol Corporat,VEEDOL,Veedol Corporation Ltd,18.1,5.52%,18.2,17.3,"2,629",3.84,16,3,1.13,6.03,0.91,2.65,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.3,EY:2.2 MoS:1.5 Cap:2.1 Div:1.5,🌟 Quality Value
GK Energy,GKENERGY,GK Energy Ltd,12.1,8.26%,40.9,36.8,"2,713",0.37,171,N/A,0.07,N/A,0.07,N/A,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.3,EY:2.8 MoS:2.5 Cap:2.5 Div:0.5,💎 Deep Value
Lords Chloro,LORDSCHLO,Lords Chloro Alkali Ltd,12.2,8.20%,13.1,12.1,402,0.00,-22,48,Negative Growth,0.25,Negative Growth+Yield,0.25,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.8,EY:2.8 MoS:0.2 Cap:1.6 Div:0.2,⚖️ Fair Value
Sat Kartar Life,SATKARTAR,Sat Kartar Life Ltd,13.5,7.41%,35.8,26.7,214,0.52,85,N/A,0.16,N/A,0.16,N/A,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,8.6,EY:2.8 MoS:2.5 Cap:2.5 Div:0.8,💎 Deep Value
Om Power Transmission,OMPOWER,Om Power Transmission Ltd,14.0,7.14%,42.7,38.2,591,0.00,86,N/A,0.16,N/A,0.16,N/A,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
WOL 3D India,WOL3D,WOL 3D India Ltd,14.0,7.14%,20.6,16.9,93.4,0.00,40,50,0.35,0.28,0.35,0.28,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Simran Farms,519566,Simran Farms Ltd,15.3,6.54%,13.8,10.2,77.2,0.00,16,-17,0.96,Negative Growth,0.96,Negative Growth+Yield,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,6.1,EY:2.2 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Karbonsteel Eng.,544511,Karbonsteel Engineering Ltd,15.1,6.62%,19.3,12.0,158,0.00,27,58,0.56,0.26,0.56,0.26,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Arex Industries,526851,Arex Industries Ltd,15.2,6.58%,7.75,5.54,45.6,1.97,33,28,0.46,0.54,0.43,0.51,8.5,V:10.0 L:4.0 R:10.0 T:10.0,🚀 Inflection,6.5,EY:2.2 MoS:2.5 Cap:0.6 Div:1.2,🌟 Quality Value
Muthoot Cap.Serv,MUTHOOTCAP,Muthoot Capital Services Ltd,15.7,6.37%,10.3,1.86,395,0.00,-46,-25,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.7,EY:2.2 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Ahm. Steelcraft,522273,Ahmedabad Steelcraft Ltd,15.7,6.37%,22.2,16.8,264,0.00,213,142,0.07,0.11,0.07,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.0,EY:2.2 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Castrol India,CASTROLIND,Castrol India Ltd,17.1,5.85%,60.3,45.9,"18,470",4.69,6,10,2.85,1.71,1.60,1.16,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Sudarshan Colorants,SUDARCOLOR,Sudarshan Colorants India Ltd,17.1,5.85%,11.4,8.80,885,0.00,28,5,0.61,3.42,0.61,3.42,8.1,V:8.4 L:5.6 R:8.4 T:10.0,🚀 Inflection,5.6,EY:2.2 MoS:2.1 Cap:1.1 Div:0.2,⚖️ Fair Value
Mangal Electrica,MEIL,Mangal Electrical Industries Ltd,17.6,5.68%,14.6,11.3,824,0.00,20,109,0.88,0.16,0.88,0.16,8.1,V:8.4 L:5.6 R:8.4 T:10.0,📈 Accelerating,6.1,EY:2.2 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
Beekay Steel Ind,BEEKAY,Beekay Steel Industries Ltd,17.8,5.62%,5.67,3.70,804,0.24,-28,-13,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.5,EY:2.2 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.6,5.38%,12.7,10.9,"1,841",0.35,17,-11,1.09,Negative Growth,1.07,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,5.8,EY:2.2 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Punjab Chemicals,PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,21.0,4.76%,17.5,15.2,"1,367",0.27,1,5,21.00,4.20,16.54,3.98,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,4.2,EY:1.6 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Exim Routes,EXIMROUTES,Exim Routes Ltd,48.5,2.06%,16.3,12.3,218,0.00,146,146,0.33,0.33,0.33,0.33,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,4.8,EY:0.5 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Logica Infoway,543746,Logica Infoway Ltd,21.4,4.67%,13.6,14.9,304,0.00,59,43,0.36,0.50,0.36,0.50,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,5.9,EY:1.6 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Sundaram Finance,SUNDARMFIN,Sundaram Finance Ltd,25.4,3.94%,9.72,15.9,"50,424",0.88,20,19,1.27,1.34,1.22,1.28,8.3,V:6.4 L:10.0 R:8.4 T:8.4,📈 Accelerating,4.9,EY:1.0 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
TCI Express,TCIEXP,TCI Express Ltd,23.2,4.31%,14.6,11.1,"2,113",1.27,-14,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,4.2,EY:1.6 MoS:0.2 Cap:1.6 Div:0.8,⚠️ Value Trap
Mphasis,MPHASIS,Mphasis Ltd,29.1,3.44%,28.2,22.3,"46,236",2.58,0,5,Zero Growth,5.82,11.28,3.84,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Firstsour.Solu.,FSL,Firstsource Solutions Ltd,32.4,3.09%,21.1,20.8,"19,093",2.04,27,7,1.20,4.63,1.12,3.58,8.4,V:6.4 L:8.8 R:10.0 T:8.4,📈 Accelerating,5.8,EY:1.0 MoS:1.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Hexaware Tech.,HEXT,Hexaware Technologies Ltd,41.0,2.44%,33.5,26.6,"33,939",2.07,7,10,5.86,4.10,4.52,3.40,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.7,EY:0.5 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Dutron Polymers,517437,Dutron Polymers Ltd,25.0,4.00%,11.7,8.99,63.3,1.42,2,3,12.50,8.33,7.31,5.66,4.6,V:2.0 L:4.0 R:6.4 T:6.0,⚠️ Stagnant,4.0,EY:1.6 MoS:0.5 Cap:1.1 Div:0.8,⚠️ Value Trap
Workmates Core2,544610,Workmates Core2cloud Solution Ltd,26.9,3.72%,37.2,29.3,441,0.59,103,109,0.26,0.25,0.26,0.25,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,6.8,EY:1.0 MoS:2.5 Cap:2.5 Div:0.8,🌟 Quality Value
Dolfin Rubbers,542013,Dolfin Rubbers Ltd,27.4,3.65%,14.0,13.7,170,0.00,14,12,1.96,2.28,1.96,2.28,5.2,V:4.4 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Arihant Super.,ARIHANTSUP,Arihant Superstructures Ltd,656,0.15%,4.34,0.61,"1,122",0.10,-57,-18,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.3,V:0.8 L:7.2 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Globus Spirits,GLOBUSSPR,Globus Spirits Ltd,27.7,3.61%,11.5,9.03,"2,877",0.30,-8,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.8,EY:1.0 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.9,3.13%,12.6,9.68,"39,583",1.47,2,17,15.95,1.88,9.19,1.73,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
Balkrishna Inds,BALKRISIND,Balkrishna Industries Ltd,32.9,3.04%,11.0,9.46,"44,987",0.69,-1,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Orient Electric,ORIENTELEC,Orient Electric Ltd,33.3,3.00%,19.9,14.2,"3,974",0.81,11,-3,3.03,Negative Growth,2.82,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.4,EY:1.0 MoS:0.5 Cap:2.1 Div:0.8,⚠️ Value Trap
V-Guard Industri,VGUARD,V-Guard Industries Ltd,44.4,2.25%,16.8,12.9,"14,412",0.46,15,6,2.96,7.40,2.87,6.87,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,3.1,EY:0.5 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Marble City,531281,Marble City India Ltd,81.9,1.22%,11.3,6.65,312,0.00,77,156,1.06,0.53,1.06,0.53,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,3.3,EY:0.5 MoS:1.5 Cap:1.1 Div:0.2,⚠️ Value Trap
ICICI Pru Life,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,44.5,2.25%,8.38,10.0,"75,018",0.32,25,11,1.78,4.05,1.76,3.93,7.2,V:4.4 L:10.0 R:8.4 T:6.0,🛡️ Mature,3.1,EY:0.5 MoS:1.0 Cap:1.1 Div:0.5,⚠️ Value Trap
S & S Power Swit,S&SPOWER,S & S Power Switchgear Ltd,700,0.14%,-1.49,-1.45,434,0.00,N/A,-10,N/A,Negative Growth,N/A,Negative Growth+Yield,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Jaykay Enter.,JAYKAY,Jaykay Enterprises Ltd,821,0.12%,3.36,3.33,"2,199",0.00,309,122,2.66,6.73,2.66,6.73,5.2,V:2.0 L:7.2 R:8.4 T:3.2,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Mah. Scooters,MAHSCOOTER,Maharashtra Scooters Ltd,55.9,1.79%,1.06,1.06,"15,578",1.61,17,104,3.29,0.54,3.00,0.53,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,2.8,EY:0.5 MoS:0.5 Cap:0.6 Div:1.2,⚠️ Value Trap
Everest Organics,524790,Everest Organics Ltd,56.1,1.78%,12.0,7.63,295,0.00,315,-17,0.18,Negative Growth,0.18,Negative Growth+Yield,7.1,V:10.0 L:4.0 R:8.4 T:6.0,🚀 Inflection,4.8,EY:0.5 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Permanent Magnet,PERMAGN,Permanent Magnets Ltd,37.8,2.65%,17.8,13.9,773,0.24,-10,6,Negative Growth,6.30,Negative Growth+Yield,6.06,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
GYFTR,GYFTR,GYFTR Ltd,74.5,1.34%,6.01,4.44,"1,291",0.00,15,-21,4.97,Negative Growth,4.97,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Gopal Snacks,GOPAL,Gopal Snacks Ltd,64.6,1.55%,11.7,4.72,"3,550",0.35,-43,0,Negative Growth,Zero Growth,Negative Growth+Yield,184.57,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Astral,ASTRAL,Astral Ltd,61.8,1.62%,21.9,15.6,"41,052",0.26,11,12,5.62,5.15,5.49,5.04,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.6,EY:0.5 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Sundrop Brands,SUNDROP,Sundrop Brands Ltd,96.8,1.03%,1.93,1.39,"2,490",0.00,10,-8,9.68,Negative Growth,9.68,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Mamata Machinery,MAMATA,Mamata Machinery Ltd,105,0.95%,9.74,6.95,"1,010",0.12,5,0,21.00,Zero Growth,20.51,875.00,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Asian Hotels (N),ASIANHOTNR,Asian Hotels (North) Ltd,97.2,1.03%,3.52,0.57,"1,305",0.00,27,15,3.60,6.48,3.60,6.48,5.9,V:2.0 L:7.2 R:8.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
JSW Holdings,JSWHL,JSW Holdings Ltd,105,0.95%,0.53,0.40,"13,143",0.00,-26,13,Negative Growth,8.08,Negative Growth+Yield,8.08,3.7,V:0.8 L:8.8 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Wires & Fabriks,507817,Wires & Fabriks (S.A) Ltd,148,0.68%,5.52,0.51,44.3,0.07,-42,-12,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.8,EY:0.5 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
B & A,BNALTD,B & A Ltd,,N/A,-0.44,-11.0,126,0.00,N/A,N/A,N/A,N/A,N/A,N/A,4.0,V:4.0 L:4.0 R:4.0 T:4.0,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,198,0.51%,2.89,1.50,216,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Shervani Indl Sy,SHERVANI,Shervani Industrial Syndicate Ltd,280,0.36%,1.43,-0.52,81.1,0.93,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.9,EY:0.5 MoS:1.0 Cap:0.6 Div:0.8,⚠️ Value Trap
Digitide Solutio,DIGITIDE,Digitide Solutions Ltd,39.9,2.51%,11.2,6.91,"1,517",0.00,N/A,N/A,N/A,N/A,N/A,N/A,5.3,V:4.0 L:7.2 R:4.0 T:6.0,🔍 Discovery,3.3,EY:1.0 MoS:1.0 Cap:1.1 Div:0.2,⚠️ Value Trap
