Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Hind.Tin Works,HINDTINWRK,Hindustan Tin Works Ltd,12.8,7.81%,7.27,3.79,120,0.65,-20,-11,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.4,EY:2.8 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Cybertech Sys.,CYBERTECH,Cybertech Systems & Software Ltd,17.7,5.65%,17.4,13.4,434,2.81,14,9,1.26,1.97,1.05,1.50,6.7,V:6.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,6.5,EY:2.2 MoS:1.5 Cap:1.6 Div:1.2,🌟 Quality Value
Dollar Industrie,DOLLAR,Dollar Industries Ltd,14.0,7.14%,13.6,11.5,"1,548",1.10,22,4,0.64,3.50,0.61,2.75,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.3,EY:2.8 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Guj Pipavav Port,GPPL,Gujarat Pipavav Port Ltd,14.4,6.94%,30.2,22.3,"7,671",6.56,14,17,1.03,0.85,0.70,0.61,7.9,V:6.4 L:8.8 R:6.4 T:10.0,🛡️ Mature,8.3,EY:2.8 MoS:1.5 Cap:2.5 Div:1.5,💎 Deep Value
Viviana Power,VIVIANA,Viviana Power Tech Ltd,14.2,7.04%,50.7,57.2,779,0.00,155,119,0.09,0.12,0.09,0.12,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Voith Paper,VOITHPAPR,Voith Paper Fabrics India Ltd,14.5,6.90%,14.9,11.1,651,0.67,12,11,1.21,1.32,1.14,1.24,7.1,V:6.4 L:5.6 R:6.4 T:10.0,🛡️ Mature,6.7,EY:2.8 MoS:1.5 Cap:1.6 Div:0.8,🌟 Quality Value
Gujarat Intrux,517372,Gujarat Intrux Ltd,14.6,6.85%,21.2,15.5,153,5.61,21,22,0.70,0.66,0.55,0.53,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,8.5,EY:2.8 MoS:2.1 Cap:2.1 Div:1.5,💎 Deep Value
Fidel Softech,FIDEL,Fidel Softech Ltd,25.7,3.89%,22.2,17.5,206,1.50,16,20,1.61,1.28,1.47,1.20,5.7,V:4.4 L:4.0 R:8.4 T:6.0,🛡️ Mature,5.3,EY:1.0 MoS:1.0 Cap:2.1 Div:1.2,⚖️ Fair Value
Sharda Motor,SHARDAMOTR,Sharda Motor Industries Ltd,15.8,6.33%,31.1,21.1,"5,225",2.20,8,27,1.98,0.59,1.55,0.54,6.4,V:4.4 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.9,EY:2.2 MoS:1.0 Cap:2.5 Div:1.2,🌟 Quality Value
Amba Enterprises,539196,Amba Enterprises Ltd,16.7,5.99%,22.1,17.7,148,0.64,20,30,0.83,0.56,0.81,0.55,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,7.2,EY:2.2 MoS:2.1 Cap:2.1 Div:0.8,🌟 Quality Value
Castrol India,CASTROLIND,Castrol India Ltd,17.4,5.75%,60.3,45.9,"18,726",4.63,6,10,2.90,1.74,1.64,1.19,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,6.7,EY:2.2 MoS:0.5 Cap:2.5 Div:1.5,🌟 Quality Value
Hisar Met.Inds.,HISARMETAL,Hisar Metal Industries Ltd,17.4,5.75%,7.92,4.96,82.6,0.65,-34,-10,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.8,EY:2.2 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Krsnaa Diagnost.,KRSNAA,Krsnaa Diagnostics Ltd,18.4,5.43%,12.7,10.9,"1,816",0.36,17,-11,1.08,Negative Growth,1.06,Negative Growth+Yield,8.0,V:6.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,5.8,EY:2.2 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Beekay Steel Ind,BEEKAY,Beekay Steel Industries Ltd,17.8,5.62%,5.67,1.55,806,0.23,-46,-27,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.6,V:0.8 L:5.6 R:2.0 T:6.0,🔻 Declining,3.5,EY:2.2 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Tsf Investments,TSFINV,Tsf Investments Ltd,29.9,3.34%,4.12,3.75,"9,393",2.64,39,77,0.77,0.39,0.72,0.38,8.9,V:8.4 L:8.8 R:10.0 T:8.4,🚀 Inflection,4.9,EY:1.0 MoS:2.1 Cap:0.6 Div:1.2,⚖️ Fair Value
Escorp Asset Mgt,540455,Escorp Asset Management Ltd,19.5,5.13%,5.36,4.37,123,0.00,19,N/A,1.03,N/A,1.03,N/A,7.2,V:6.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,4.5,EY:2.2 MoS:1.5 Cap:0.6 Div:0.2,⚖️ Fair Value
Associated Cera.,531168,Associated Ceramics Ltd,19.6,5.10%,9.83,8.44,34.3,0.00,-23,-14,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.7,EY:2.2 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Kirl. Ferrous,KIRLFER,Kirloskar Ferrous Industries Ltd,19.7,5.08%,13.4,14.5,"7,703",1.28,6,12,3.28,1.64,2.71,1.48,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,5.1,EY:2.2 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Tata Steel,TATASTEEL,Tata Steel Ltd,13.1,7.63%,14.0,12.9,"2,35,691",2.12,4,8,3.27,1.64,2.14,1.29,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,6.1,EY:2.8 MoS:0.5 Cap:1.6 Div:1.2,⚖️ Fair Value
Godawari Power,GPIL,Godawari Power & Ispat Ltd,19.2,5.21%,22.2,17.2,"17,075",0.40,4,9,4.80,2.13,4.36,2.04,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,5.3,EY:2.2 MoS:0.5 Cap:2.1 Div:0.5,⚖️ Fair Value
Shetron,SHETRON,Shetron Ltd,21.9,4.57%,12.6,6.22,93.7,0.96,-14,31,Negative Growth,0.71,Negative Growth+Yield,0.69,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.2,EY:1.6 MoS:0.2 Cap:1.6 Div:0.8,⚠️ Value Trap
Axtel Industries,AXTEL,Axtel Industries Ltd,22.5,4.44%,30.0,20.5,703,2.75,15,4,1.50,5.62,1.27,3.33,7.1,V:6.4 L:5.6 R:6.4 T:10.0,🛡️ Mature,6.8,EY:1.6 MoS:1.5 Cap:2.5 Div:1.2,🌟 Quality Value
LTM,LTM,LTM Ltd,24.9,4.02%,30.4,23.8,"1,30,973",1.70,8,26,3.11,0.96,2.57,0.90,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,5.8,EY:1.6 MoS:0.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Platinum Industr,PLATIND,Platinum Industries Ltd,24.8,4.03%,17.1,13.2,"1,255",0.00,14,69,1.77,0.36,1.77,0.36,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.4,EY:1.6 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
HBL Engineering,HBLENGINE,HBL Engineering Ltd,25.8,3.88%,59.4,45.2,"20,231",0.41,105,114,0.25,0.23,0.24,0.23,9.2,V:10.0 L:10.0 R:8.4 T:8.4,🚀 Inflection,6.5,EY:1.0 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Juniper Hotels,JUNIPER,Juniper Hotels Ltd,25.3,3.95%,8.16,6.33,"4,747",0.00,99,23,0.26,1.10,0.26,1.10,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection,4.8,EY:1.0 MoS:2.5 Cap:1.1 Div:0.2,⚖️ Fair Value
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,101,0.99%,17.2,12.9,760,0.00,54,64,1.87,1.58,1.87,1.58,5.4,V:4.4 L:5.6 R:8.4 T:3.2,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Orkla India,ORKLAINDIA,Orkla India Ltd,26.7,3.75%,14.8,11.1,"8,044",0.00,-4,20,Negative Growth,1.33,Negative Growth+Yield,1.33,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Dodla Dairy,DODLA,Dodla Dairy Ltd,34.7,2.88%,15.1,15.4,"6,607",0.46,32,15,1.08,2.31,1.07,2.24,8.0,V:6.4 L:8.8 R:8.4 T:8.4,📈 Accelerating,4.6,EY:1.0 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Karnika Industri,KARNIKA,Karnika Industries Ltd,24.2,4.13%,28.3,32.1,750,0.08,48,101,0.50,0.24,0.50,0.24,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,7.1,EY:1.6 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Prithvi Exchange,PRITHVISOF,Prithvi Exchange (India) Ltd,27.8,3.60%,8.98,6.45,85.6,1.93,-10,30,Negative Growth,0.93,Negative Growth+Yield,0.87,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.5,EY:1.0 MoS:0.2 Cap:1.1 Div:1.2,⚠️ Value Trap
Dolfin Rubbers,542013,Dolfin Rubbers Ltd,28.2,3.55%,14.0,13.7,175,0.00,14,12,2.01,2.35,2.01,2.35,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Enkei Wheels,ENKEIWHEL,Enkei Wheels India Ltd,28.4,3.52%,7.66,4.13,723,0.00,35,18,0.81,1.58,0.81,1.58,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.9,EY:1.0 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Panasonic Energy,LAKHNNATNL,Panasonic Energy India Company Ltd,28.9,3.46%,9.48,5.19,199,0.74,51,-13,0.57,Negative Growth,0.56,Negative Growth+Yield,8.1,V:10.0 L:4.0 R:10.0 T:8.4,🚀 Inflection,5.4,EY:1.0 MoS:2.5 Cap:1.1 Div:0.8,⚖️ Fair Value
Heidelberg Cem.,HEIDELBERG,HeidelbergCement India Ltd,29.8,3.36%,14.7,10.1,"3,620",4.38,12,-15,2.48,Negative Growth,1.82,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,4.6,EY:1.0 MoS:0.5 Cap:1.6 Div:1.5,⚖️ Fair Value
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.1,3.22%,12.6,9.68,"38,612",1.49,2,17,15.55,1.83,8.91,1.68,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,3.9,EY:1.0 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
EMS,EMSLIMITED,EMS Ltd,32.4,3.09%,12.8,8.85,"2,139",0.39,-5,5,Negative Growth,6.48,Negative Growth+Yield,6.01,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Apollo Sindoori,APOLSINHOT,Apollo Sindoori Hotels Ltd,30.0,3.33%,13.6,11.1,317,0.20,-3,11,Negative Growth,2.73,Negative Growth+Yield,2.68,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Disa India,DISAQ,Disa India Ltd,33.2,3.01%,27.1,20.0,"1,791",1.68,26,19,1.28,1.75,1.20,1.61,8.0,V:6.4 L:7.2 R:10.0 T:8.4,📈 Accelerating,6.2,EY:1.0 MoS:1.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Aaron Industries,AARON,Aaron Industries Ltd,34.0,2.94%,18.7,15.0,282,0.37,8,29,4.25,1.17,4.06,1.16,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.1,EY:1.0 MoS:0.5 Cap:2.1 Div:0.5,⚠️ Value Trap
Helloji Holidays,544630,Helloji Holidays Ltd,34.8,2.87%,14.3,10.8,43.6,0.00,84,46,0.41,0.76,0.41,0.76,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,5.3,EY:1.0 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
TAC Infosec,TAC,TAC Infosec Ltd,191,0.52%,12.2,8.35,961,0.00,-2,51,Negative Growth,3.75,Negative Growth+Yield,3.75,2.9,V:0.8 L:5.6 R:2.0 T:3.2,🔻 Declining,2.5,EY:0.5 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
Platinumone Bus.,543352,Platinumone Business Services Ltd,35.4,2.82%,13.4,3.83,24.4,3.89,-33,-9,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:1.0 MoS:0.2 Cap:1.6 Div:1.5,⚠️ Value Trap
V-Guard Industri,VGUARD,V-Guard Industries Ltd,44.0,2.27%,16.8,12.9,"14,289",0.46,15,6,2.93,7.33,2.85,6.81,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,3.1,EY:0.5 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.8,2.65%,23.0,19.3,"14,480",1.57,2,11,18.90,3.44,10.59,3.01,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Innovision,INNOVISION,Innovision Ltd,37.0,2.70%,20.5,19.7,668,0.00,N/A,N/A,N/A,N/A,N/A,N/A,4.9,V:4.0 L:5.6 R:4.0 T:6.0,🔍 Discovery,4.3,EY:1.0 MoS:1.0 Cap:2.1 Div:0.2,⚠️ Value Trap
Marble City,531281,Marble City India Ltd,82.3,1.22%,11.3,6.65,313,0.00,77,156,1.07,0.53,1.07,0.53,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,3.3,EY:0.5 MoS:1.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Responsive Ind,RESPONIND,Responsive Industries Ltd,401,0.25%,3.90,1.51,"4,530",0.06,4,18,100.25,22.28,98.77,22.20,4.7,V:2.0 L:7.2 R:6.4 T:3.2,⚠️ Stagnant,2.1,EY:0.5 MoS:0.5 Cap:0.6 Div:0.5,⚠️ Value Trap
Prism Johnson,PRSMJOHNSN,Prism Johnson Ltd,55.9,1.79%,7.11,0.52,"5,661",0.00,29,-48,1.93,Negative Growth,1.93,Negative Growth+Yield,6.9,V:4.4 L:8.8 R:8.4 T:6.0,🛡️ Mature,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
ITCONS E-Soluti.,543806,ITCONS E-Solutions Ltd,50.0,2.00%,13.1,10.8,263,0.05,45,131,1.11,0.38,1.11,0.38,6.2,V:6.4 L:4.0 R:8.4 T:6.0,📈 Accelerating,4.1,EY:0.5 MoS:1.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Yatra Online,YATRA,Yatra Online Ltd,52.4,1.91%,6.08,5.39,"1,805",0.00,145,18,0.36,2.91,0.36,2.91,7.9,V:10.0 L:7.2 R:8.4 T:6.0,🚀 Inflection,3.8,EY:0.5 MoS:2.5 Cap:0.6 Div:0.2,⚠️ Value Trap
S & S Power Swit,S&SPOWER,S & S Power Switchgear Ltd,684,0.15%,-1.49,-1.45,424,0.00,N/A,-10,N/A,Negative Growth,N/A,Negative Growth+Yield,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Salona Cotspin,SALONA,Salona Cotspin Ltd,59.2,1.69%,8.26,1.45,136,0.38,-59,-28,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
HLE Glascoat,HLEGLAS,HLE Glascoat Ltd,68.4,1.46%,11.8,11.1,"2,546",0.30,-8,-5,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
Max Healthcare,MAXHEALTH,Max Healthcare Institute Ltd,139,0.72%,10.5,8.46,"1,01,287",0.19,2,63,69.50,2.21,63.47,2.20,5.4,V:2.0 L:10.0 R:6.4 T:3.2,⚠️ Stagnant,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Cochin Shipyard,COCHINSHIP,Cochin Shipyard Ltd,69.2,1.45%,14.5,11.2,"40,887",0.58,31,1,2.23,69.20,2.19,43.80,7.0,V:2.0 L:10.0 R:10.0 T:6.0,🛡️ Mature,3.4,EY:0.5 MoS:0.5 Cap:1.6 Div:0.8,⚠️ Value Trap
COSCO (India),530545,COSCO (India) Ltd,70.7,1.41%,4.89,1.96,81.3,0.00,15,-26,4.71,Negative Growth,4.71,Negative Growth+Yield,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Jubilant Food.,JUBLFOOD,Jubilant Foodworks Ltd,121,0.83%,12.0,10.8,"31,291",0.25,-14,1,Negative Growth,121.00,Negative Growth+Yield,96.80,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
Sundrop Brands,SUNDROP,Sundrop Brands Ltd,97.3,1.03%,1.93,1.39,"2,501",0.00,10,-8,9.73,Negative Growth,9.73,Negative Growth+Yield,5.4,V:2.0 L:7.2 R:6.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Mamata Machinery,MAMATA,Mamata Machinery Ltd,107,0.93%,9.74,6.95,"1,031",0.12,5,0,21.40,Zero Growth,20.90,891.67,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Emergent Indust.,506180,Emergent Industrial Solutions Ltd,111,0.90%,11.1,4.58,184,0.00,-2,-20,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,2.0,EY:0.5 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Madala Holdings,532344,Madala Holdings Ltd,166,0.60%,4.37,2.42,282,0.00,-23,-13,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
MASK INVESTMENTS,MASKINVEST,Mask Investments Ltd,520,0.19%,0.10,0.08,46.8,0.00,0,43,Zero Growth,12.09,Zero Growth+Yield,12.09,3.9,V:4.0 L:4.0 R:4.4 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
