Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
OSEL Devices,OSELDEVICE,OSEL Devices Ltd,24.6,4.07%,24.4,19.6,720,0.00,84,85,0.29,0.29,0.29,0.29,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,6.4,EY:1.6 MoS:2.5 Cap:2.1 Div:0.2,⚖️ Fair Value
Karnika Industri,KARNIKA,Karnika Industries Ltd,24.2,4.13%,28.3,32.1,750,0.08,48,101,0.50,0.24,0.50,0.24,8.5,V:10.0 L:5.6 R:8.4 T:10.0,🚀 Inflection,7.1,EY:1.6 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Indo Farm Equip.,INDOFARM,Indo Farm Equipment Ltd,30.9,3.24%,6.63,4.08,692,0.00,21,31,1.47,1.00,1.47,1.00,7.2,V:6.4 L:5.6 R:8.4 T:8.4,📈 Accelerating,3.3,EY:1.0 MoS:1.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Dolfin Rubbers,542013,Dolfin Rubbers Ltd,28.3,3.53%,14.0,13.7,176,0.00,14,12,2.02,2.36,2.02,2.36,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Veefin Solutions,543931,Veefin Solutions Ltd,38.4,2.60%,13.6,8.90,696,0.00,68,213,0.56,0.18,0.56,0.18,8.1,V:10.0 L:5.6 R:8.4 T:8.4,🚀 Inflection,5.3,EY:1.0 MoS:2.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Inflame Applian.,541083,Inflame Appliances Ltd,30.9,3.24%,12.3,9.79,178,0.00,8,30,3.86,1.03,3.86,1.03,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Kratikal Tech,544811,Kratikal Tech Ltd,44.3,2.26%,40.4,25.4,189,0.00,422,88,0.10,0.50,0.10,0.50,7.7,V:10.0 L:4.0 R:8.4 T:8.4,🚀 Inflection,5.7,EY:0.5 MoS:2.5 Cap:2.5 Div:0.2,⚖️ Fair Value
Auro Labs.,530233,Auro Laboratories Ltd,32.6,3.07%,9.52,8.49,156,0.00,16,-12,2.04,Negative Growth,2.04,Negative Growth+Yield,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Disa India,DISAQ,Disa India Ltd,32.6,3.07%,27.1,20.0,"1,758",1.65,26,19,1.25,1.72,1.18,1.58,8.0,V:6.4 L:7.2 R:10.0 T:8.4,📈 Accelerating,6.2,EY:1.0 MoS:1.5 Cap:2.5 Div:1.2,⚖️ Fair Value
Pacific Inds,PACIFICI,Pacific Industries Ltd,34.0,2.94%,2.30,1.03,98.1,0.00,24,-26,1.42,Negative Growth,1.42,Negative Growth+Yield,6.8,V:6.4 L:4.0 R:8.4 T:8.4,📈 Accelerating,3.3,EY:1.0 MoS:1.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Affordable Robo.,AFFORDABLE,Affordable Robotic & Automation Ltd,35.9,2.79%,8.25,6.06,207,0.00,16,33,2.24,1.09,2.24,1.09,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,147,0.68%,5.39,1.93,228,0.00,-41,6,Negative Growth,24.50,Negative Growth+Yield,24.50,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
JSW Dulux,JSWDULUX,JSW Dulux Ltd,37.6,2.66%,23.0,19.3,"14,398",1.58,2,11,18.80,3.42,10.50,2.99,5.8,V:2.0 L:8.8 R:6.4 T:6.0,⚠️ Stagnant,4.8,EY:1.0 MoS:0.5 Cap:2.1 Div:1.2,⚖️ Fair Value
Sealmatic India,543782,Sealmatic India Ltd,42.2,2.37%,13.0,9.62,435,0.27,-2,10,Negative Growth,4.22,Negative Growth+Yield,4.11,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.8,EY:0.5 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
RHI Magnesita,RHIM,RHI Magnesita India Ltd,38.3,2.61%,6.83,3.25,"8,025",0.64,-27,-2,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,2.6,EY:1.0 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Nalwa Sons Invst,NSIL,Nalwa Sons Investments Ltd,61.8,1.62%,0.40,0.30,"2,906",0.00,-17,7,Negative Growth,8.83,Negative Growth+Yield,8.83,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Vasa Denticity,DENTALKART,Vasa Denticity Ltd,59.3,1.69%,9.21,7.02,718,0.00,12,101,4.94,0.59,4.94,0.59,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Mamata Machinery,MAMATA,Mamata Machinery Ltd,108,0.93%,9.74,6.95,"1,042",0.12,5,0,21.60,Zero Growth,21.09,900.00,4.7,V:2.0 L:7.2 R:6.4 T:3.2,🛡️ Mature,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Shervani Indl Sy,SHERVANI,Shervani Industrial Syndicate Ltd,284,0.35%,1.41,-0.51,82.3,0.78,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.9,EY:0.5 MoS:1.0 Cap:0.6 Div:0.8,⚠️ Value Trap
